Rounded up rating,ratings_count,Genre,Class
5,15566,young adult,no
4,13014,horror,no
5,11953,fantasy,no
4,13850,mystery,no
4,10449,suspense,no
5,14454,romance,no
5,12277,mystery,no
5,14758,young adult,no
4,14661,sci-fi,no
5,13542,mystery,no
4,12245,#N/A,no
5,15343,fantasy,no
5,11437,crime,no
5,17922,fantasy,no
4,11118,mystery,no
5,13796,romance,no
4,8904,romance,no
5,5907,romance,no
4,13582,#N/A,no
5,8175,thriller,no
4,14989,romance,no
5,11618,drama,no
4,14326,fantasy,no
4,14795,mystery,no
4,13255,romance,no
4,15407,fantasy,no
4,6663,thriller,no
4,5985,#N/A,no
4,13790,#N/A,no
5,13930,romance,no
5,12037,#N/A,no
5,9928,drama,no
5,10615,#N/A,no
5,7714,#N/A,no
5,15918,fantasy,no
4,13935,young adult,no
5,16836,young adult,no
5,18253,young adult,no
5,13215,fantasy,no
4,11860,crime,no
4,14423,mystery,no
4,14476,thriller,no
5,23899,romance,no
4,9686,sci-fi,no
5,16947,mystery,no
5,17045,fantasy,no
5,16527,young adult,no
5,7313,crime,no
5,14044,romance,no
5,11867,#N/A,no
5,13022,#N/A,no
4,15431,fantasy,no
4,12248,mystery,no
5,12915,fantasy,no
4,11246,comedy,no
5,14977,fantasy,no
5,14470,fantasy,no
4,15403,mystery,no
4,14083,young adult,no
4,9370,crime,no
4,12572,romance,no
5,10211,mystery,no
4,8103,young adult,no
4,13260,romance,no
4,22614,romance,no
5,17197,romance,no
4,11708,thriller,no
4,16739,fantasy,no
5,17704,romance,no
5,14115,#N/A,no
5,13133,comedy,no
4,14371,fantasy,no
5,10562,#N/A,no
5,12132,romance,no
4,8693,romance,no
4,12903,#N/A,no
4,12329,thriller,no
4,9374,romance,no
4,15467,young adult,no
5,10850,#N/A,no
5,11053,#N/A,no
4,16799,mystery,no
5,39601,comedy,no
4,13146,fantasy,no
5,11559,#N/A,no
5,13646,young adult,no
4,18171,young adult,no
4,15150,young adult,no
4,13356,romance,no
4,12230,#N/A,no
4,20271,young adult,no
5,11861,#N/A,no
4,30975,fantasy,no
4,10762,drama,no
5,13308,drama,no
4,12455,romance,no
4,12792,#N/A,no
5,12452,young adult,no
4,14560,romance,no
5,10018,drama,no
4,15449,fantasy,no
5,11111,#N/A,no
4,14602,mystery,no
4,13327,mystery,no
4,12262,comedy,no
4,14761,fantasy,no
5,17565,mystery,no
5,13559,mystery,no
4,21567,fantasy,no
5,10896,#N/A,no
5,11816,fantasy,no
4,10089,#N/A,no
5,11416,fantasy,no
5,12165,#N/A,no
4,10974,romance,no
5,19453,fantasy,no
5,7814,fantasy,no
4,13595,fantasy,no
5,13581,drama,no
4,10338,#N/A,no
4,14714,young adult,no
5,15252,sci-fi,no
5,11110,#N/A,no
4,7086,horror,no
5,12419,#N/A,no
5,13312,#N/A,no
5,10438,#N/A,no
5,18321,young adult,no
5,19974,fantasy,no
4,12903,comedy,no
5,19695,fantasy,no
4,12620,drama,no
5,19184,fantasy,no
5,14342,thriller,no
4,7402,fantasy,no
4,11672,sci-fi,no
4,11137,sci-fi,no
5,11578,mystery,no
5,11069,#N/A,no
4,14117,mystery,no
5,12151,mystery,no
4,13525,mystery,no
4,14050,romance,no
4,17584,fantasy,no
5,10384,#N/A,no
5,11816,fantasy,no
5,14563,sci-fi,no
5,12234,#N/A,no
4,13062,sci-fi,no
5,16558,young adult,no
4,22112,fantasy,no
4,15612,mystery,no
4,14271,drama,no
5,18943,fantasy,no
5,11893,#N/A,no
5,10666,#N/A,no
5,18197,romance,no
5,12189,thriller,no
4,15345,young adult,no
5,10479,fantasy,no
4,11119,#N/A,no
5,10437,crime,no
5,10188,drama,no
5,17082,romance,no
4,23070,fantasy,no
5,17912,mystery,no
4,12107,young adult,no
4,17513,mystery,no
4,6671,romance,no
5,17371,romance,no
4,13210,sci-fi,no
5,2716,drama,no
4,10622,fantasy,no
5,11379,young adult,no
5,18379,fantasy,no
5,9293,mystery,no
5,15408,drama,no
4,11696,mystery,no
4,14513,fantasy,no
4,12969,mystery,no
5,19052,drama,no
4,12425,crime,no
4,13329,mystery,no
4,9520,romance,no
4,13360,romance,no
4,16217,fantasy,no
5,11737,romance,no
4,16214,mystery,no
4,11621,romance,no
4,19665,young adult,no
4,15997,young adult,no
4,11552,mystery,no
5,17909,fantasy,no
5,10590,romance,no
4,12444,fantasy,no
5,14024,young adult,no
4,12466,mystery,no
4,12845,romance,no
5,13134,mystery,no
4,13905,horror,no
4,11590,mystery,yes
5,11166,#N/A,yes
5,9623,sci-fi,yes
5,13694,romance,no
5,12299,young adult,yes
4,10353,#N/A,yes
5,16911,romance,no
4,13159,thriller,yes
5,5982,mystery,no
5,11662,#N/A,yes
4,12830,romance,no
5,23889,romance,no
5,13801,romance,no
4,15420,mystery,no
4,20585,romance,yes
4,10807,#N/A,no
4,12382,romance,no
5,12962,young adult,no
4,9609,#N/A,no
4,13847,young adult,no
5,11985,comedy,no
5,12160,disney,no
5,12422,#N/A,no
5,18617,fantasy,no
5,14106,romance,no
5,11703,#N/A,no
5,11301,romance,no
4,11684,romance,no
5,15840,fantasy,no
5,16231,young adult,no
4,12306,romance,no
4,12089,drama,no
5,19135,romance,no
4,10649,romance,no
5,17279,romance,no
4,12121,mystery,no
5,16902,romance,no
5,21259,romance,no
4,15151,romance,no
5,12632,mystery,yes
4,14800,mystery,no
4,11626,comedy,no
5,12661,drama,no
4,11809,sci-fi,no
5,14607,romance,no
5,10073,sci-fi,no
4,15507,young adult,no
4,8288,romance,no
4,11985,crime,no
5,16991,fantasy,no
5,17015,romance,no
4,10475,mystery,no
5,13337,#N/A,no
4,13886,mystery,no
5,13148,thriller,no
4,10615,#N/A,no
5,11900,thriller,no
4,18789,young adult,no
4,10440,romance,no
5,10943,#N/A,no
5,14199,fantasy,no
5,17461,romance,no
5,15444,fantasy,no
4,10390,mystery,no
5,13190,mystery,no
5,11234,mystery,no
4,10959,#N/A,no
4,11316,mystery,no
5,19137,romance,no
4,14829,fantasy,no
5,11691,#N/A,no
4,12916,drama,no
5,9554,romance,no
5,13227,thriller,no
4,12625,mystery,no
5,20654,romance,no
4,10703,romance,no
5,20029,young adult,yes
5,9401,#N/A,no
5,11756,fantasy,no
4,15406,mystery,no
4,10461,comedy,no
5,14138,mystery,yes
4,11882,romance,no
4,6435,mystery,no
5,17490,fantasy,no
4,10648,#N/A,no
4,10286,#N/A,no
5,9782,#N/A,no
4,11559,young adult,no
5,10837,mystery,no
4,19068,young adult,no
5,16833,romance,no
4,10558,romance,no
5,8590,#N/A,no
4,10872,romance,no
5,19220,romance,no
4,5354,horror,no
5,12105,sci-fi,no
5,11405,fantasy,no
4,12272,young adult,no
4,12032,#N/A,no
4,11380,#N/A,no
5,10768,#N/A,no
4,15203,romance,no
4,9386,fantasy,no
4,11458,romance,no
5,13844,romance,no
5,18485,fantasy,no
4,10982,#N/A,no
4,9807,#N/A,no
4,11172,#N/A,yes
5,20108,fantasy,no
5,14085,horror,no
5,24373,romance,no
4,9664,#N/A,no
4,10790,fantasy,yes
4,13674,young adult,no
5,21757,fantasy,no
5,14522,mystery,no
4,12632,fantasy,no
5,12398,romance,no
5,9413,horror,no
4,12971,mystery,no
5,15041,fantasy,no
4,12385,fantasy,no
4,10298,drama,no
4,7932,fantasy,no
4,11045,romance,no
4,17056,young adult,no
4,9813,thriller,no
5,15194,fantasy,no
4,11093,thriller,no
4,12746,romance,no
5,15986,young adult,no
4,3508,#N/A,no
4,11789,fantasy,no
5,13199,young adult,no
5,14578,young adult,no
5,16819,fantasy,no
4,15626,mystery,no
5,11250,thriller,no
4,8620,#N/A,no
5,10910,fantasy,no
4,10561,romance,no
5,13202,horror,no
4,12314,sci-fi,no
5,21130,romance,no
5,11791,fantasy,no
5,11770,fantasy,no
5,18094,fantasy,no
5,12315,romance,no
4,15008,fantasy,no
4,12076,mystery,no
4,11835,thriller,no
5,11315,#N/A,no
5,13120,fantasy,no
4,12874,thriller,no
4,12809,drama,no
5,11633,young adult,no
4,12780,drama,no
5,13286,fantasy,no
4,12527,thriller,no
5,9995,#N/A,no
5,14775,#N/A,no
5,13071,young adult,no
5,13513,fantasy,no
5,16194,romance,no
4,12812,romance,no
5,11186,fantasy,no
4,13408,drama,no
5,10800,#N/A,no
4,14002,young adult,no
4,10267,thriller,no
4,7445,sci-fi,no
4,11449,fantasy,no
5,9357,#N/A,no
5,12470,#N/A,no
5,15904,fantasy,no
5,19392,romance,no
4,11051,drama,no
5,9871,young adult,no
5,14270,fantasy,no
5,11267,thriller,no
5,10960,#N/A,no
5,14325,fantasy,no
5,11309,romance,no
5,14672,mystery,no
5,9602,#N/A,no
5,15320,fantasy,no
5,13788,fantasy,yes
4,10915,romance,no
5,11500,#N/A,no
4,9927,#N/A,no
5,11103,#N/A,no
5,14193,romance,no
4,12927,sci-fi,no
5,13478,horror,no
5,9955,#N/A,no
4,10223,romance,no
4,6962,thriller,yes
4,10291,#N/A,yes
5,21733,romance,no
4,9056,thriller,no
4,10752,crime,no
4,10146,#N/A,no
5,10945,romance,no
4,6941,romance,no
5,13388,#N/A,no
5,21134,romance,no
5,14810,#N/A,no
4,13204,young adult,no
4,17889,young adult,no
5,9869,young adult,no
4,7607,#N/A,no
5,11538,fantasy,no
5,10844,horror,no
4,13815,mystery,no
5,17268,fantasy,no
4,14629,horror,no
5,16292,fantasy,no
4,11086,thriller,no
4,16747,romance,no
5,14919,fantasy,no
4,11074,sci-fi,no
5,17342,fantasy,no
5,12081,#N/A,no
5,18897,fantasy,no
4,12080,mystery,no
4,19034,fantasy,no
5,13374,young adult,no
5,14306,fairy-tales,no
5,11443,fantasy,no
5,12729,mystery,no
5,8975,#N/A,no
5,23144,romance,no
4,14592,sci-fi,no
4,12832,young adult,no
5,14629,fantasy,no
5,11156,#N/A,no
5,6256,mystery,no
5,12571,drama,no
5,12194,mystery,no
5,17321,mystery,no
4,12855,comedy,no
5,10137,romance,no
4,10972,drama,no
5,19214,young adult,no
5,10112,comedy,no
4,12625,#N/A,no
4,15127,romance,no
5,15257,young adult,no
5,10845,#N/A,no
4,7442,sci-fi,no
5,13445,young adult,no
5,10894,#N/A,no
4,13582,mystery,no
5,13568,#N/A,no
4,16734,young adult,no
4,15306,fantasy,no
5,13896,fairy-tales,yes
5,12510,young adult,no
5,4513,mystery,no
5,14118,horror,no
5,12024,thriller,no
5,10702,sci-fi,no
4,18395,fantasy,no
5,13891,fantasy,no
5,17771,romance,no
4,9246,#N/A,no
5,12464,mystery,no
5,16071,fantasy,no
5,21530,fantasy,no
5,12160,mystery,no
5,11509,#N/A,no
4,14954,young adult,no
4,7545,crime,no
5,11585,sci-fi,no
4,13037,#N/A,no
5,8953,#N/A,no
4,6295,sci-fi,no
5,8422,horror,no
4,10714,#N/A,no
5,15288,fantasy,no
4,11642,romance,no
4,10790,comedy,no
5,10102,young adult,no
4,8685,comedy,no
4,18043,romance,no
5,16400,fantasy,no
5,12492,mystery,no
5,13053,mystery,no
5,15142,fantasy,no
5,13823,fantasy,no
4,14069,romance,no
4,9024,drama,no
4,11287,#N/A,no
5,11309,romance,no
5,16111,fantasy,no
4,10204,crime,no
5,16408,romance,no
4,17367,romance,no
4,11107,romance,no
5,12850,drama,no
4,12174,romance,no
4,18402,romance,no
5,11917,#N/A,no
4,16717,young adult,no
5,16688,mystery,no
5,9972,#N/A,no
5,14010,mystery,no
5,14276,#N/A,no
4,9210,comedy,no
5,17424,fantasy,no
4,12871,romance,no
5,22754,romance,no
4,19947,#N/A,yes
5,10100,romance,no
5,14422,fantasy,no
5,10964,sci-fi,no
5,10830,#N/A,no
5,10437,young adult,no
4,11456,#N/A,no
4,14932,mystery,no
5,15419,young adult,no
5,12796,fantasy,no
5,9744,#N/A,no
4,14279,mystery,no
5,16888,mystery,no
4,12071,romance,no
5,9988,#N/A,no
5,21643,romance,no
5,11437,#N/A,no
5,18999,romance,no
4,12550,mystery,no
5,11699,mystery,no
4,12863,romance,no
5,15605,fantasy,no
5,6798,mystery,no
3,9627,comedy,no
5,17318,mystery,no
5,12362,drama,no
4,13778,fantasy,no
4,11646,#N/A,no
4,12611,mystery,no
5,13984,comedy,no
5,10652,#N/A,no
4,9722,drama,no
4,12220,drama,no
5,4911,young adult,no
4,11547,#N/A,no
4,11180,drama,no
4,23858,sci-fi,no
4,11816,young adult,yes
4,11256,romance,no
4,10319,comedy,no
4,10793,romance,no
5,11142,#N/A,no
4,13100,thriller,no
5,10040,#N/A,no
5,10587,young adult,no
5,11863,fantasy,no
4,14370,mystery,no
5,14976,young adult,no
4,11485,romance,no
5,9569,#N/A,no
4,9068,#N/A,no
4,13994,sci-fi,no
4,11676,romance,no
4,12994,drama,no
5,11755,fantasy,no
5,11471,drama,no
5,15836,romance,no
5,11370,young adult,no
5,22167,romance,no
4,17394,young adult,no
4,19504,young adult,no
4,10235,comedy,no
4,9858,#N/A,no
4,11415,#N/A,no
5,10592,#N/A,no
4,11890,sci-fi,no
5,12404,romance,no
5,11833,#N/A,no
4,9397,#N/A,no
5,12510,comedy,no
5,14737,young adult,no
5,13214,fantasy,no
5,8342,fantasy,no
5,9787,mystery,no
5,24641,romance,no
5,15582,young adult,no
4,13001,romance,no
4,12235,#N/A,no
4,11912,fantasy,no
5,11856,mystery,no
5,10525,crime,no
4,13176,young adult,no
4,11427,romance,no
4,12656,thriller,no
4,13345,horror,no
4,10349,#N/A,no
5,10444,mystery,no
4,10099,drama,no
5,13629,horror,no
4,13279,romance,yes
5,15530,fantasy,no
4,13144,romance,no
5,15915,romance,no
5,13590,horror,no
5,12650,horror,no
5,10389,fantasy,no
5,11748,#N/A,no
5,12087,sci-fi,no
5,17033,young adult,no
5,10802,#N/A,no
4,5646,#N/A,no
4,17813,fantasy,no
4,14747,romance,no
5,13954,fantasy,no
4,13445,young adult,no
5,22493,romance,no
4,12465,romance,no
4,13730,romance,no
4,10645,crime,no
4,13792,horror,no
4,12742,drama,no
4,9290,young adult,no
4,9850,fantasy,no
4,13026,crime,no
4,12475,fantasy,no
5,15629,young adult,no
4,13864,young adult,no
5,10772,thriller,no
5,9041,mystery,no
5,17226,fantasy,no
4,16453,young adult,no
4,9165,#N/A,no
5,13040,fantasy,no
5,10074,drama,no
4,14487,young adult,no
5,13401,fantasy,no
5,24846,romance,no
4,14926,young adult,no
5,12384,horror,no
4,12368,fantasy,no
4,11467,fantasy,no
4,9228,romance,no
4,12436,fantasy,no
5,12188,sci-fi,no
4,10609,thriller,no
4,12411,young adult,no
5,11207,romance,no
5,10963,#N/A,no
4,12446,drama,no
5,11768,mystery,no
4,12370,horror,no
5,19932,romance,no
5,10318,thriller,no
4,10647,drama,no
5,12938,sci-fi,no
5,11824,mystery,no
5,10588,#N/A,no
4,13139,thriller,no
4,13951,fantasy,no
5,12320,mystery,no
4,18700,romance,no
4,12733,sci-fi,no
5,11461,romance,no
5,12203,romance,no
4,8292,romance,no
5,12887,young adult,no
4,11073,sci-fi,yes
4,10922,romance,no
4,11953,fantasy,no
4,12247,mystery,no
4,8758,mystery,no
5,12748,romance,no
4,11724,thriller,no
4,13584,#N/A,no
4,18568,young adult,no
5,13318,drama,no
4,10538,crime,no
4,16361,young adult,no
4,9349,fantasy,no
4,14832,young adult,no
5,17108,fantasy,no
5,14003,fantasy,no
4,13569,mystery,yes
4,11462,crime,no
5,14494,fantasy,no
5,11113,fantasy,no
5,10301,#N/A,no
5,13911,fantasy,no
4,12921,horror,no
4,9172,horror,no
5,14677,young adult,no
5,11282,fantasy,no
3,8458,drama,no
5,9953,comedy,no
5,11888,#N/A,no
4,10042,sci-fi,no
5,11266,young adult,no
5,12250,thriller,no
5,14350,romance,no
5,15353,fantasy,no
5,10445,#N/A,no
4,10396,fantasy,no
5,9609,drama,no
5,9670,sci-fi,no
5,8280,romance,no
4,9469,#N/A,no
4,9890,romance,no
4,9593,young adult,no
5,7793,#N/A,no
5,15884,young adult,no
5,10730,romance,no
4,12797,fantasy,no
5,12412,romance,no
5,11762,sci-fi,no
4,11226,comedy,no
4,13061,romance,no
4,14220,fantasy,no
4,8598,#N/A,no
4,14180,fantasy,no
4,9878,romance,no
5,10633,fantasy,no
4,10584,#N/A,no
4,16769,young adult,no
5,13405,young adult,no
5,8055,mystery,no
4,10338,thriller,no
5,11533,romance,no
5,11128,mystery,no
5,13122,fantasy,no
5,14351,young adult,no
4,17458,romance,no
5,15906,romance,no
4,16276,young adult,no
4,12140,romance,no
5,21860,fantasy,no
5,10016,#N/A,no
5,14361,fantasy,yes
4,17672,mystery,no
4,10325,romance,no
5,13226,young adult,no
5,12625,crime,no
4,15142,mystery,no
4,12973,mystery,no
4,9882,romance,no
4,12732,young adult,no
5,21136,romance,no
5,12745,#N/A,no
5,11740,#N/A,no
5,11657,sci-fi,no
5,9668,thriller,no
4,9431,#N/A,no
4,17654,young adult,no
4,10835,romance,no
4,9882,romance,no
4,12719,romance,no
4,9469,crime,no
4,6997,drama,no
4,17738,fantasy,no
4,9231,#N/A,no
5,9115,#N/A,no
5,11302,fantasy,no
4,10547,comedy,no
4,18066,romance,no
5,9184,mystery,no
5,11448,#N/A,no
4,9981,fantasy,no
5,18982,romance,no
5,15091,fantasy,no
4,10004,#N/A,no
5,15232,fantasy,no
5,19294,fantasy,no
4,12052,thriller,no
5,12723,#N/A,no
4,10365,drama,no
4,9790,fantasy,no
5,10352,fantasy,no
5,15001,mystery,no
5,15719,fantasy,no
5,21978,romance,no
4,10702,young adult,no
4,14064,mystery,no
4,10460,mystery,no
5,16050,mystery,no
5,14175,fantasy,no
4,10660,mystery,no
5,9000,young adult,no
5,14340,fairy-tales,no
4,11871,romance,no
4,16059,fantasy,no
4,8109,thriller,no
4,11987,mystery,no
5,17210,fantasy,no
5,11333,fantasy,no
5,20275,romance,no
5,18752,young adult,no
4,11846,romance,no
5,14173,fantasy,no
4,10982,fantasy,no
5,10280,fantasy,no
4,9282,romance,no
5,11705,fantasy,no
4,14108,fantasy,no
4,8505,romance,no
4,10899,drama,no
4,12427,mystery,no
4,13314,young adult,no
5,10619,mystery,no
4,9927,thriller,no
5,12442,romance,no
5,11071,mystery,no
5,11520,romance,no
4,10188,fantasy,no
5,10631,#N/A,no
5,15038,fantasy,no
5,20529,romance,no
4,11535,#N/A,no
4,9178,young adult,no
5,10269,sci-fi,no
4,12117,romance,no
5,14881,romance,no
4,11476,sci-fi,no
4,10862,romance,no
5,9912,#N/A,no
4,9327,romance,no
4,14282,young adult,no
4,4842,thriller,no
4,9558,drama,no
5,13716,mystery,no
5,13157,sci-fi,no
4,10163,#N/A,no
4,11080,romance,no
4,8827,mystery,no
4,11251,fantasy,no
4,9175,romance,no
5,10697,crime,no
4,11991,drama,no
5,9622,#N/A,no
4,9395,drama,no
5,10821,#N/A,no
5,10334,#N/A,no
4,10004,mystery,no
4,6221,fantasy,no
5,7376,comedy,no
4,11465,fantasy,no
4,9880,thriller,no
4,11806,mystery,no
4,13243,fantasy,no
5,15786,fantasy,no
4,12449,mystery,no
5,10279,crime,no
5,12826,romance,no
5,14397,young adult,no
4,11515,mystery,no
4,10638,fantasy,no
4,12515,young adult,no
4,11065,#N/A,no
4,15118,young adult,no
5,11112,young adult,no
5,16730,fantasy,no
5,8711,crime,no
4,10569,thriller,no
4,8919,mystery,no
5,5364,young adult,no
5,11651,mystery,no
5,10653,#N/A,no
5,12109,fantasy,no
4,12365,romance,no
5,9873,comedy,no
4,10586,romance,no
5,10356,crime,no
5,19434,romance,no
5,17866,romance,no
4,10841,#N/A,no
4,11475,young adult,no
4,9773,drama,no
4,11452,mystery,no
4,12095,#N/A,no
5,19619,romance,no
5,9620,horror,no
5,12404,#N/A,no
5,15604,fantasy,no
4,9919,#N/A,no
4,11268,romance,no
4,11784,comedy,no
5,12447,young adult,no
4,13518,horror,no
5,11999,romance,no
4,11011,#N/A,no
5,15165,#N/A,no
5,17277,fantasy,no
5,18648,romance,no
4,12058,fantasy,no
4,13134,drama,no
4,11879,romance,no
5,12839,mystery,no
5,12308,fantasy,no
4,14651,young adult,no
5,12958,horror,no
4,9974,romance,no
4,13474,fantasy,no
5,14005,sci-fi,no
5,11090,#N/A,no
5,9902,fantasy,no
4,10659,mystery,no
4,16023,fantasy,no
4,9949,romance,no
4,11094,romance,yes
4,17752,fantasy,no
4,10200,fantasy,no
4,12337,fantasy,no
4,12503,comedy,no
4,10800,mystery,no
4,11362,thriller,no
4,10678,mystery,no
4,13576,fantasy,no
4,12016,young adult,no
5,9403,#N/A,no
5,16128,young adult,no
5,15396,romance,no
5,8664,fantasy,no
5,7591,romance,no
5,16593,romance,no
5,10999,comedy,no
5,12302,thriller,no
4,14468,fantasy,no
4,11171,thriller,no
5,9477,sci-fi,no
4,12122,fantasy,no
5,20804,romance,no
5,8618,#N/A,no
4,11216,#N/A,no
4,9884,romance,no
4,10859,sci-fi,no
5,6945,thriller,no
5,18759,romance,no
5,10809,thriller,no
4,10233,young adult,no
4,10114,#N/A,no
5,15363,mystery,no
4,12663,fantasy,no
5,13526,young adult,no
5,12754,comedy,no
5,8888,#N/A,no
4,9400,#N/A,no
4,11895,mystery,no
5,16196,romance,no
5,31527,mystery,no
4,13179,thriller,no
5,10626,mystery,no
4,11076,young adult,no
5,13833,fantasy,no
4,14665,sci-fi,no
5,7866,young adult,no
4,13236,fantasy,no
5,14296,fantasy,no
4,11956,young adult,no
5,12709,drama,no
4,11989,mystery,no
4,11393,sci-fi,no
4,10473,#N/A,no
4,9755,mystery,no
4,12419,romance,no
5,19898,romance,no
5,9409,drama,no
4,14726,fantasy,no
4,13416,drama,no
5,11279,drama,no
4,5070,#N/A,no
5,16329,romance,no
5,15328,young adult,no
4,12416,suspense,no
4,12435,fantasy,no
4,11909,mystery,no
4,8937,horror,no
4,13107,sci-fi,no
4,12250,drama,no
5,18032,fantasy,no
5,9530,#N/A,no
4,11289,romance,no
4,7802,fantasy,no
4,9781,#N/A,no
5,9056,young adult,no
4,8834,romance,no
4,12480,drama,no
5,17942,romance,no
5,13853,sci-fi,no
5,16547,fantasy,no
4,10007,mystery,no
4,17878,young adult,no
4,10408,#N/A,no
5,11355,romance,no
4,10474,fantasy,no
4,9807,romance,no
5,10456,mystery,no
5,11286,mystery,no
4,11066,romance,no
5,11723,#N/A,no
4,11014,mystery,no
4,10112,#N/A,no
5,13683,young adult,no
4,10717,mystery,no
4,13732,mystery,no
4,18243,young adult,no
4,13003,fantasy,no
5,13099,#N/A,no
5,9974,#N/A,no
4,8399,romance,no
5,12141,young adult,no
5,10996,fantasy,no
5,16089,romance,no
4,15605,fantasy,no
4,9074,#N/A,no
4,9228,#N/A,no
5,11947,fantasy,no
5,14183,romance,no
4,9666,#N/A,no
4,9709,sci-fi,no
4,12947,fantasy,no
5,10999,#N/A,no
4,15315,young adult,no
5,19288,romance,no
5,14391,sci-fi,no
4,15848,romance,no
5,11004,#N/A,no
5,7765,thriller,no
4,8841,#N/A,no
5,18262,young adult,no
5,8301,romance,no
5,17452,young adult,no
5,12049,#N/A,no
4,11418,drama,no
4,12736,romance,no
4,12146,young adult,no
4,18218,fantasy,no
4,10849,#N/A,no
5,15420,romance,no
5,14836,young adult,no
5,12468,fantasy,no
4,11671,sci-fi,yes
5,10914,#N/A,no
4,13804,mystery,no
5,10609,comedy,yes
4,10297,#N/A,no
4,11792,fantasy,no
5,23308,romance,no
4,8812,comedy,no
4,6870,romance,no
5,14864,fantasy,no
5,10012,young adult,no
5,10693,#N/A,no
5,11283,#N/A,yes
4,12653,young adult,no
4,14037,young adult,no
5,17488,romance,no
5,10273,young adult,no
5,10193,crime,no
4,13676,young adult,no
4,14387,sci-fi,no
4,5321,romance,no
5,9412,#N/A,no
4,12256,fantasy,no
5,10647,sci-fi,no
4,11460,romance,no
4,10668,romance,no
4,9448,drama,no
5,10977,horror,no
4,11366,young adult,no
4,11769,mystery,no
5,16775,mystery,no
4,12689,young adult,no
4,10080,#N/A,no
5,11454,mystery,no
5,14773,fantasy,no
5,7646,crime,no
5,14779,fantasy,no
5,10209,#N/A,no
4,6590,thriller,no
5,14126,fantasy,no
5,11013,romance,no
4,10159,sci-fi,no
5,16704,mystery,no
5,10146,young adult,no
4,10138,mystery,no
5,15020,fantasy,no
4,11746,drama,no
4,10926,romance,no
5,9759,#N/A,no
4,6029,fantasy,no
5,15496,romance,no
5,9134,young adult,no
4,11742,romance,no
4,11478,#N/A,no
5,8479,romance,no
5,14480,fantasy,no
5,12198,fantasy,no
5,14344,romance,no
4,11028,romance,no
5,10729,#N/A,no
4,8918,mystery,no
5,12890,young adult,no
4,13108,young adult,no
4,11192,fantasy,no
5,9794,#N/A,no
5,10189,young adult,no
5,13135,#N/A,no
5,12807,mystery,no
4,11925,#N/A,no
5,9915,#N/A,no
4,12029,mystery,no
4,11603,mystery,no
5,18386,young adult,no
5,12461,fantasy,no
4,11421,romance,no
5,15731,fantasy,no
4,10157,mystery,no
5,8306,romance,no
5,12396,mystery,no
5,15498,young adult,no
5,13337,fantasy,no
4,12467,#N/A,no
4,11464,sci-fi,no
5,17853,fantasy,no
5,11070,mystery,no
4,14505,young adult,no
4,11853,comedy,no
5,13515,romance,no
4,4886,#N/A,no
4,8367,#N/A,no
5,12839,#N/A,no
4,16958,romance,no
5,8308,#N/A,no
4,7861,#N/A,no
5,15315,#N/A,no
5,11584,young adult,no
5,10955,mystery,no
5,14848,fantasy,no
4,12935,young adult,no
5,9214,#N/A,no
5,12881,horror,no
4,10824,comedy,no
5,12166,fantasy,no
5,13182,mystery,no
4,9612,#N/A,no
5,10560,fantasy,no
5,13159,#N/A,no
5,11547,young adult,no
5,13496,fantasy,no
5,21213,romance,no
5,15606,young adult,no
5,10690,sci-fi,no
5,12594,mystery,no
4,11051,romance,no
4,14205,young adult,no
5,5990,romance,no
5,10320,thriller,no
4,18776,romance,no
4,12179,horror,no
4,11118,thriller,no
4,8634,#N/A,no
5,11283,#N/A,no
4,10203,fantasy,no
5,10342,#N/A,no
4,10769,sci-fi,no
4,16168,young adult,no
5,14258,mystery,no
4,9860,crime,no
5,14750,mystery,no
5,14210,fantasy,no
5,21940,romance,no
4,12868,young adult,no
4,9922,mystery,no
5,16307,fantasy,no
4,11034,mystery,no
5,11613,mystery,no
5,10808,#N/A,no
4,8644,mystery,no
5,10232,fantasy,yes
4,12015,fantasy,no
4,12654,fantasy,no
4,7920,fantasy,no
4,10440,fantasy,no
4,9413,#N/A,no
4,11526,fantasy,yes
5,17319,romance,no
4,11530,young adult,no
4,10773,#N/A,no
5,14778,young adult,no
4,8727,young adult,no
5,10500,sci-fi,no
5,14363,horror,no
4,11185,sci-fi,yes
5,11493,fantasy,no
4,9662,#N/A,no
5,14864,sci-fi,no
5,17008,fantasy,no
5,11948,fantasy,no
5,9052,sci-fi,no
4,10758,#N/A,no
4,9728,sci-fi,no
4,10617,mystery,no
5,8185,young adult,no
5,11668,young adult,no
4,9478,mystery,no
5,11352,young adult,no
5,15078,young adult,no
4,9815,romance,no
5,11105,romance,no
5,9799,comedy,no
4,10734,crime,no
4,12907,horror,no
4,7492,romance,no
4,17944,thriller,no
4,5719,horror,no
5,10513,Contemporary,no
4,10198,#N/A,no
5,12324,romance,no
5,10305,#N/A,no
5,10379,drama,no
4,10450,fantasy,no
4,10567,mystery,no
5,15651,mystery,no
5,16580,fantasy,no
4,11636,drama,no
4,9723,fantasy,yes
5,12045,#N/A,no
5,13271,fantasy,no
5,11639,young adult,no
5,9115,crime,no
5,19705,romance,no
5,9053,crime,no
5,9482,romance,no
5,10808,fantasy,no
5,11566,thriller,no
5,9216,#N/A,no
4,12609,fantasy,no
4,9071,drama,no
4,10482,mystery,no
4,11337,mystery,no
5,11836,young adult,no
4,9255,mystery,no
5,9634,young adult,no
5,9389,thriller,no
