Genre,rounded_book_count,rounded_ratings_count,rounded_rating_2,Class_New
mystery,30,10000,4,no
comedy,50,10000,3,no
mystery,50,20000,4.5,no
drama,20,10000,4,yes
fantasy,70,10000,4,yes
#N/A,200,10000,4,no
mystery,70,10000,4,no
comedy,20,10000,4.5,no
#N/A,50,10000,4,no
drama,50,10000,4,no
drama,50,10000,4,no
young adult,20,0,4,no
#N/A,30,10000,3.5,no
drama,80,10000,3.5,no
sci-fi,10,20000,4,no
young adult,60,10000,4,yes
romance,20,10000,4,no
comedy,50,10000,3.5,no
romance,20,10000,3.5,no
#N/A,50,10000,4,no
thriller,60,10000,4,no
#N/A,40,10000,4,no
young adult,50,10000,4,no
fantasy,20,10000,4,no
mystery,60,10000,4,no
young adult,20,10000,4,no
romance,0,10000,3.5,no
#N/A,50,10000,4,no
#N/A,30,10000,4,no
sci-fi,20,10000,4,no
romance,30,10000,4,no
drama,200,10000,4,no
fantasy,0,10000,4.5,no
drama,30,10000,4,no
romance,30,20000,4,no
young adult,10,10000,4,no
romance,50,20000,4,no
young adult,30,20000,4,no
young adult,30,20000,4,no
comedy,10,10000,4,no
#N/A,40,10000,4,no
#N/A,80,10000,4,no
#N/A,10,10000,4,no
sci-fi,50,10000,3.5,no
romance,20,10000,4,no
#N/A,20,10000,4,no
#N/A,0,10000,4,no
comedy,50,10000,4.5,no
young adult,40,10000,4,no
fantasy,10,10000,4.5,no
fantasy,60,10000,4,no
mystery,40,10000,4,no
romance,10,20000,4.5,no
young adult,30,20000,4.5,no
romance,40,10000,4,no
#N/A,40,10000,3.5,no
fantasy,20,10000,4,no
mystery,20,10000,4,no
crime,10,10000,4,no
young adult,20,10000,4,no
romance,30,10000,4,no
thriller,50,10000,4,no
horror,40,10000,4,no
#N/A,30,10000,4,no
mystery,40,10000,4,no
drama,80,10000,3,yes
horror,30,10000,4,no
romance,40,10000,4,yes
fantasy,10,20000,4.5,no
romance,60,10000,4,no
romance,20,20000,4.5,no
horror,20,10000,4.5,no
horror,10,10000,4.5,no
fantasy,70,10000,4,no
#N/A,0,10000,4,no
sci-fi,60,10000,4,no
young adult,30,20000,4,no
#N/A,40,10000,4.5,no
#N/A,30,10000,4,no
fantasy,20,20000,4,no
romance,10,10000,3.5,no
fantasy,40,10000,4.5,no
young adult,20,10000,4,no
romance,10,20000,4,no
romance,40,10000,4,no
romance,20,10000,4,no
crime,50,10000,4,no
horror,50,10000,4,no
drama,10,10000,4,no
young adult,70,10000,4,no
fantasy,10,10000,4,no
crime,10,10000,4,no
fantasy,20,10000,3.5,no
young adult,20,20000,4,yes
young adult,20,10000,4,no
thriller,40,10000,4,no
mystery,30,10000,4.5,no
fantasy,30,20000,4,no
young adult,40,20000,4,no
#N/A,10,10000,4,no
fantasy,30,10000,4.5,no
drama,300,10000,4,no
young adult,10,10000,4,no
fantasy,10,10000,4.5,no
romance,10,20000,4.5,no
young adult,40,10000,4,no
horror,0,10000,4.5,no
fantasy,50,10000,3.5,no
fantasy,90,10000,4,no
romance,100,10000,4,no
fantasy,10,10000,3.5,no
sci-fi,10,10000,4.5,no
thriller,10,10000,3.5,no
young adult,20,10000,4,no
romance,20,10000,4.5,no
#N/A,30,10000,4,no
drama,20,10000,4,no
mystery,10,10000,4,no
horror,30,10000,3.5,no
romance,30,20000,4,no
thriller,30,10000,4.5,yes
drama,90,10000,4,no
sci-fi,20,10000,4,no
mystery,10,10000,4,no
#N/A,10,10000,4,no
thriller,80,10000,4,no
fantasy,60,10000,4,no
mystery,40,10000,4,no
romance,30,20000,4,no
sci-fi,30,10000,4,no
romance,20,10000,4,no
romance,10,10000,4,no
romance,60,10000,3.5,yes
young adult,30,10000,4,no
sci-fi,80,10000,4,yes
romance,100,10000,3.5,no
fantasy,30,10000,3.5,no
mystery,50,10000,4,no
mystery,20,10000,4,no
romance,10,10000,4,no
thriller,50,10000,4,no
#N/A,0,10000,4,no
young adult,40,20000,3.5,no
drama,10,10000,4,no
crime,70,10000,3.5,no
young adult,10,20000,4,no
fantasy,50,10000,4,no
young adult,40,10000,4,no
fantasy,20,20000,4.5,no
fantasy,10,10000,4,no
mystery,200,10000,4,yes
crime,20,10000,3.5,yes
fantasy,30,10000,4.5,no
fantasy,30,10000,4.5,no
#N/A,30,10000,4,no
fantasy,70,10000,4,no
horror,400,10000,3,no
horror,30,10000,4,no
young adult,20,10000,4.5,no
fantasy,10,10000,4,no
drama,20,10000,3,no
comedy,20,10000,4,no
#N/A,10,10000,4.5,no
sci-fi,20,10000,3.5,no
young adult,20,10000,4,no
thriller,40,10000,4,no
romance,20,10000,4.5,no
fantasy,20,20000,4.5,no
#N/A,20,10000,4,no
fantasy,70,10000,4,no
drama,80,10000,4,no
sci-fi,30,10000,4,no
romance,10,10000,4,no
#N/A,40,10000,4,no
romance,50,10000,4,no
young adult,10,10000,4,no
#N/A,20,10000,4.5,no
young adult,10,20000,4,no
romance,40,10000,4,no
fantasy,40,10000,4,no
romance,60,10000,4,no
sci-fi,10,10000,4.5,no
comedy,80,10000,4,no
romance,90,10000,3.5,no
fantasy,30,10000,3.5,yes
#N/A,10,10000,3.5,no
fantasy,80,10000,4,no
romance,30,10000,4,no
fantasy,50,10000,4.5,no
#N/A,60,10000,3.5,no
young adult,20,20000,4,no
young adult,10,10000,4,no
mystery,30,10000,4,no
thriller,50,10000,3.5,no
romance,10,10000,4,no
mystery,10,10000,4,no
fantasy,30,10000,4.5,no
young adult,40,10000,4,no
romance,10,20000,4,no
romance,10,20000,4,no
young adult,30,20000,4,no
romance,300,10000,3.5,no
fantasy,20,20000,4,no
#N/A,20,10000,4,no
fantasy,200,10000,4,yes
mystery,30,20000,4,no
romance,50,10000,3.5,no
young adult,10,10000,4.5,no
crime,40,10000,4,no
mystery,200,20000,4,no
mystery,60,10000,3.5,no
romance,30,10000,4,no
young adult,40,10000,4,no
romance,30,20000,4.5,no
#N/A,10,10000,4,no
#N/A,20,10000,4,no
sci-fi,20,10000,4,no
thriller,70,10000,4,no
#N/A,30,10000,3.5,no
young adult,60,20000,3.5,no
romance,200,10000,4,no
romance,10,10000,3.5,no
romance,30,10000,4,no
crime,40,10000,4,no
drama,40,10000,3.5,no
fantasy,30,20000,3.5,no
#N/A,30,10000,4,no
#N/A,200,10000,4.5,no
fantasy,20,10000,4,no
comedy,10,10000,3.5,no
romance,30,20000,4,no
mystery,40,10000,4,no
#N/A,20,10000,4,no
fantasy,80,10000,4,no
romance,30,20000,4,no
fantasy,20,20000,4.5,no
#N/A,10,10000,4,no
fantasy,10,20000,4,no
fantasy,30,20000,4,no
thriller,40,10000,4,no
#N/A,10,10000,4,no
drama,20,10000,4,no
fantasy,10,10000,3.5,no
fantasy,70,10000,4,no
mystery,40,20000,4,no
fantasy,40,20000,4.5,no
romance,10,20000,4,no
young adult,60,10000,3.5,no
mystery,50,10000,4,no
mystery,30,10000,3.5,no
mystery,50,20000,4.5,no
fantasy,10,10000,4.5,no
mystery,40,10000,4,no
young adult,10,10000,4,no
fairy-tales,20,10000,4,no
romance,60,10000,4,no
fantasy,300,20000,4,no
thriller,10,10000,3.5,no
mystery,60,10000,4,no
fantasy,20,20000,4,no
fantasy,30,10000,4,no
romance,30,20000,4.5,no
young adult,20,20000,4,no
romance,30,10000,3.5,yes
fantasy,10,10000,4,no
fantasy,40,10000,4,no
fantasy,20,10000,4,no
romance,50,10000,4,no
fantasy,10,10000,4.5,no
fantasy,60,10000,4,no
romance,300,10000,4,no
drama,40,10000,3.5,no
mystery,40,10000,4,no
young adult,20,10000,4,no
mystery,90,10000,4,no
thriller,80,10000,4,no
romance,10,10000,4,no
mystery,10,10000,4.5,no
romance,50,10000,4,no
fantasy,10,10000,4,no
#N/A,20,10000,4.5,no
fantasy,20,20000,4.5,no
romance,30,20000,4,no
#N/A,50,10000,4,no
young adult,30,10000,4,no
sci-fi,20,10000,4,no
romance,10,10000,4,no
romance,10,10000,4,no
sci-fi,10,10000,4,no
romance,100,10000,4,no
#N/A,30,10000,4,no
romance,10,10000,4,no
young adult,20,10000,3.5,no
thriller,20,0,4,no
drama,20,10000,3.5,no
mystery,30,10000,4.5,no
sci-fi,30,10000,4,no
#N/A,30,10000,4,no
romance,10,10000,4,no
mystery,50,10000,4,no
fantasy,40,10000,4,no
romance,20,10000,4,no
crime,40,10000,4,no
drama,20,10000,4,no
#N/A,30,10000,4.5,no
drama,10,10000,4,no
#N/A,50,10000,4,no
#N/A,30,10000,4,no
mystery,30,10000,3.5,no
fantasy,10,10000,3.5,no
comedy,80,10000,4.5,no
fantasy,40,10000,4,no
thriller,60,10000,4,no
mystery,30,10000,3.5,no
fantasy,40,10000,4,no
fantasy,30,20000,4.5,no
mystery,40,10000,4,no
crime,30,10000,4.5,no
romance,30,10000,4,no
young adult,10,10000,4.5,no
mystery,20,10000,4,no
fantasy,50,10000,3.5,no
young adult,30,10000,3.5,no
#N/A,20,10000,4,no
young adult,40,20000,3.5,no
young adult,20,10000,4,no
fantasy,20,20000,4,no
crime,30,10000,4.5,no
thriller,100,10000,4,yes
mystery,70,10000,3,no
young adult,40,10000,4,no
mystery,50,10000,4,no
#N/A,10,10000,4,no
fantasy,10,10000,4,no
romance,80,10000,3.5,no
comedy,30,10000,4.5,no
romance,30,10000,4,no
crime,10,10000,4,no
romance,10,20000,4,no
romance,20,20000,4.5,no
#N/A,10,10000,4,no
young adult,80,10000,4,no
drama,30,10000,3.5,no
mystery,30,10000,4,no
#N/A,30,10000,3.5,no
romance,20,20000,4,no
horror,40,10000,4,no
#N/A,80,10000,4,no
fantasy,40,20000,4.5,no
#N/A,100,10000,4,no
romance,20,10000,3.5,no
comedy,300,10000,4,no
young adult,40,10000,4,no
horror,10,10000,3.5,no
romance,40,10000,4,no
#N/A,60,10000,4,no
#N/A,20,20000,4.5,no
fantasy,10,20000,4.5,no
romance,10,20000,4,no
fantasy,20,10000,3.5,no
drama,40,10000,4,yes
romance,30,10000,4,no
mystery,10,10000,4,no
fantasy,20,10000,4,no
young adult,40,10000,4,no
horror,30,10000,4.5,yes
romance,0,10000,4,no
fantasy,30,10000,4,no
sci-fi,10,10000,4,no
#N/A,20,10000,4,no
fantasy,50,10000,4.5,no
mystery,30,10000,4,no
fantasy,20,20000,4,no
romance,50,10000,3,no
romance,10,10000,3.5,yes
fantasy,30,20000,4,no
fantasy,40,10000,3.5,no
fantasy,10,10000,4,no
comedy,40,10000,3.5,no
mystery,50,10000,3.5,no
thriller,90,10000,4,no
mystery,90,10000,4,no
fantasy,30,10000,4,no
young adult,20,10000,4,no
#N/A,60,10000,4,no
young adult,20,20000,4,no
romance,20,20000,4,no
fantasy,60,10000,4.5,no
romance,10,10000,4.5,no
romance,10,20000,4,no
comedy,10,10000,4,no
thriller,40,10000,4,no
fantasy,20,10000,3.5,no
thriller,60,10000,4,no
sci-fi,60,10000,4,no
fantasy,20,10000,4,no
romance,20,20000,4.5,no
#N/A,80,10000,4,no
#N/A,40,10000,4,no
romance,50,10000,4,no
sci-fi,300,10000,4,no
thriller,30,10000,4,no
romance,20,20000,4.5,no
thriller,20,10000,4,no
young adult,40,10000,4,no
#N/A,10,10000,4,no
mystery,40,20000,4,no
fantasy,40,10000,3.5,no
young adult,30,10000,4,no
comedy,20,10000,4.5,no
#N/A,60,10000,4,no
#N/A,50,10000,3.5,no
mystery,60,10000,4,no
romance,30,20000,4.5,no
mystery,20,30000,4,no
thriller,30,10000,4,no
mystery,50,10000,4,no
young adult,10,10000,3.5,no
fantasy,10,10000,4,no
sci-fi,40,10000,4,no
young adult,10,10000,4,no
fantasy,20,10000,3.5,no
fantasy,30,10000,4,no
young adult,10,10000,4,no
drama,20,10000,4,no
mystery,60,10000,4,no
sci-fi,30,10000,4,no
#N/A,30,10000,3.5,yes
mystery,10,10000,4,no
romance,40,10000,4,no
romance,20,20000,4,no
drama,10,10000,4.5,no
fantasy,50,10000,4,no
drama,40,10000,3.5,no
drama,80,10000,4,no
#N/A,10,10000,4,no
romance,10,20000,4.5,no
young adult,30,20000,4,no
suspense,50,10000,3.5,no
fantasy,50,10000,4,no
mystery,30,10000,4,no
horror,0,10000,3.5,no
sci-fi,30,10000,3.5,no
drama,10,10000,3.5,no
fantasy,30,20000,4,no
#N/A,40,10000,4.5,no
romance,40,10000,4,no
fantasy,10,10000,3.5,no
#N/A,50,10000,4,no
young adult,20,10000,4.5,no
romance,90,10000,4,no
drama,40,10000,3.5,no
romance,20,20000,4,no
sci-fi,10,10000,4,yes
fantasy,20,20000,4,no
mystery,20,10000,3.5,no
young adult,20,20000,4,no
#N/A,10,10000,4,no
romance,50,10000,4.5,no
fantasy,30,10000,4,no
romance,0,10000,3,no
mystery,20,10000,4,no
mystery,20,10000,4,no
romance,50,10000,3.5,no
#N/A,30,10000,4,no
mystery,300,10000,3.5,no
#N/A,200,10000,4,no
young adult,30,10000,4,no
mystery,30,10000,4,no
mystery,20,10000,4,no
young adult,30,20000,4,no
fantasy,40,10000,4,yes
#N/A,20,10000,4,no
#N/A,40,10000,4,no
romance,0,10000,3.5,no
young adult,10,10000,4,no
fantasy,30,10000,4,no
romance,10,20000,4,no
fantasy,30,20000,4,no
#N/A,70,10000,4,no
#N/A,20,10000,3.5,no
fantasy,10,10000,4.5,no
romance,20,10000,4,no
#N/A,10,10000,3.5,no
sci-fi,30,10000,3.5,no
fantasy,30,10000,4,no
#N/A,10,10000,4,no
young adult,20,20000,4,no
romance,10,20000,4,no
sci-fi,30,10000,4.5,no
romance,20,20000,4,no
#N/A,40,10000,4,no
thriller,90,10000,4,no
#N/A,20,10000,4,no
young adult,30,20000,4.5,no
romance,70,10000,4,no
young adult,20,20000,4,no
#N/A,200,10000,4,no
drama,200,10000,4,no
romance,30,10000,3.5,no
young adult,40,10000,4,no
fantasy,30,20000,4,no
#N/A,60,10000,4,no
romance,10,20000,4,no
young adult,10,10000,4,no
fantasy,10,10000,4.5,no
sci-fi,60,10000,3.5,yes
#N/A,10,10000,4.5,no
mystery,60,10000,4,no
comedy,10,10000,4,yes
#N/A,30,10000,4,no
fantasy,30,10000,4,no
romance,10,20000,4.5,no
comedy,50,10000,4,no
romance,30,10000,4,no
fantasy,20,10000,4.5,no
young adult,40,10000,4,no
#N/A,100,10000,4,no
#N/A,80,10000,4,yes
young adult,10,10000,3.5,no
young adult,10,10000,3.5,no
romance,30,20000,4.5,no
young adult,20,10000,4,no
crime,50,10000,4,no
young adult,20,10000,3.5,no
sci-fi,50,10000,4,no
romance,100,10000,4,no
#N/A,10,10000,4,no
fantasy,30,10000,4,no
sci-fi,100,10000,4,no
romance,20,10000,4,no
romance,30,10000,3.5,no
drama,80,10000,3.5,no
horror,10,10000,4,no
young adult,50,10000,3.5,no
mystery,70,10000,4,no
mystery,50,20000,4.5,no
young adult,20,10000,4,no
#N/A,30,10000,4,no
mystery,50,10000,4,no
fantasy,30,10000,4.5,no
crime,50,10000,4,no
fantasy,20,10000,4,no
#N/A,20,10000,4,no
thriller,20,10000,4,no
fantasy,10,10000,4,no
romance,30,10000,4.5,no
sci-fi,50,10000,4,no
mystery,20,20000,4,no
young adult,70,10000,4,no
mystery,80,10000,4,no
fantasy,20,20000,4.5,no
drama,60,10000,4,no
romance,20,10000,3.5,no
#N/A,20,10000,4.5,no
fantasy,20,10000,4,no
romance,50,20000,4,no
young adult,40,10000,4.5,no
romance,200,10000,3.5,no
#N/A,400,10000,4,no
romance,20,10000,4,no
fantasy,30,10000,4.5,no
fantasy,20,10000,4,no
romance,20,10000,4.5,no
romance,500,10000,4,no
#N/A,10,10000,4.5,no
mystery,60,10000,4,no
young adult,30,10000,4,no
young adult,20,10000,4,no
fantasy,10,10000,4,no
#N/A,10,10000,4,no
young adult,10,10000,4.5,no
#N/A,30,10000,4.5,no
mystery,30,10000,4,no
#N/A,20,10000,4,no
#N/A,20,10000,4,no
mystery,20,10000,4,no
mystery,10,10000,4,no
young adult,20,20000,4,no
fantasy,20,10000,4,no
romance,20,10000,4,no
fantasy,20,20000,4,no
mystery,30,10000,4,no
romance,200,10000,4,no
mystery,40,10000,4,no
young adult,100,20000,4,no
fantasy,20,10000,4.5,no
#N/A,40,10000,3.5,no
sci-fi,20,10000,4,no
fantasy,10,20000,4.5,no
mystery,40,10000,4,no
young adult,10,10000,3.5,no
comedy,10,10000,4,no
romance,20,10000,4.5,no
#N/A,20,0,4,no
#N/A,60,10000,4,no
#N/A,20,10000,4,no
romance,10,20000,4,no
#N/A,20,10000,4,no
#N/A,0,10000,4,no
#N/A,30,20000,4.5,no
young adult,20,10000,4,no
mystery,50,10000,4,no
fantasy,30,10000,4,no
young adult,20,10000,4,no
#N/A,200,10000,4,no
horror,10,10000,4,no
comedy,10,10000,3.5,no
fantasy,0,10000,4.5,no
mystery,40,10000,4.5,no
#N/A,0,10000,4,no
fantasy,60,10000,4,no
#N/A,40,10000,4,no
young adult,10,10000,4.5,no
fantasy,50,10000,4.5,no
romance,20,20000,4,no
young adult,10,20000,4.5,no
sci-fi,30,10000,4.5,no
mystery,30,10000,4,no
romance,50,10000,4,no
young adult,20,10000,3.5,no
romance,60,10000,4,no
thriller,40,10000,4,no
romance,30,20000,4,no
horror,20,10000,3.5,no
thriller,60,10000,4,no
#N/A,20,10000,4,no
#N/A,200,10000,4,no
fantasy,10,10000,4,no
#N/A,10,10000,4,no
sci-fi,30,10000,4,no
young adult,30,20000,4,no
mystery,30,10000,4,no
crime,10,10000,4,no
mystery,70,10000,4.5,no
fantasy,10,10000,4.5,no
romance,20,20000,4,no
young adult,50,10000,4,no
mystery,30,10000,4,no
fantasy,10,20000,4,no
mystery,20,10000,3.5,no
mystery,100,10000,4,no
#N/A,10,10000,4.5,no
mystery,40,10000,4,no
fantasy,10,10000,4,yes
fantasy,20,10000,4,no
fantasy,50,10000,4,no
fantasy,50,10000,4,no
fantasy,40,10000,3.5,no
#N/A,10,10000,3.5,no
fantasy,50,10000,3.5,yes
romance,30,20000,4,no
young adult,20,10000,4,no
#N/A,30,10000,3.5,no
young adult,20,10000,4.5,no
young adult,20,10000,4,no
sci-fi,20,10000,4,no
horror,10,10000,4.5,no
sci-fi,80,10000,4,yes
fantasy,0,10000,4.5,no
#N/A,30,10000,4,no
sci-fi,30,10000,4,no
fantasy,10,20000,4.5,no
fantasy,10,10000,4,no
sci-fi,20,10000,4,no
#N/A,10,10000,4,no
sci-fi,20,10000,4,no
mystery,40,10000,4,no
young adult,20,10000,4.5,no
young adult,20,10000,4,no
mystery,30,10000,3.5,no
young adult,20,10000,4,yes
young adult,30,20000,4,no
romance,30,10000,4,no
romance,30,10000,4.5,no
comedy,30,10000,4,no
crime,100,10000,3.5,no
horror,20,10000,3,no
romance,10,10000,4,no
thriller,30,20000,4,no
horror,300,10000,3.5,no
Contemporary,60,10000,4.5,no
#N/A,50,10000,3.5,no
romance,50,10000,4,no
#N/A,20,10000,4,no
drama,20,10000,4,no
fantasy,40,10000,4,no
mystery,30,10000,3.5,no
mystery,40,20000,4.5,no
fantasy,20,20000,4,no
drama,20,10000,4,yes
fantasy,100,10000,3.5,yes
#N/A,10,10000,4,no
fantasy,10,10000,4.5,no
young adult,60,10000,4.5,no
crime,0,10000,4,no
romance,30,20000,4,no
crime,10,10000,4,no
romance,400,10000,4,no
fantasy,20,10000,4,no
thriller,30,10000,4,no
#N/A,30,10000,4,no
fantasy,10,10000,4,no
drama,40,10000,3.5,no
mystery,30,10000,4,no
mystery,20,10000,4,no
young adult,60,10000,4.5,no
mystery,10,10000,3.5,no
young adult,20,10000,4,no
thriller,40,10000,4,no
drama,60,10000,3.5,no
drama,80,10000,3.5,no
romance,20,20000,4,no
mystery,30,10000,4,no
fantasy,10,10000,4,no
#N/A,30,10000,4,no
drama,30,10000,4,no
mystery,20,10000,3.5,no
comedy,30,10000,3.5,no
fantasy,10,10000,4,no
young adult,500,10000,4,no
thriller,60,10000,4,no
young adult,40,10000,4,no
fantasy,20,10000,4,no
mystery,50,10000,4,no
drama,20,10000,3.5,no
#N/A,20,10000,4,no
young adult,80,10000,4,no
young adult,20,10000,4,no
drama,50,10000,3,no
#N/A,40,10000,4,no
#N/A,30,10000,4,no
#N/A,70,10000,4,no
romance,50,10000,4,no
romance,200,10000,4,no
fantasy,30,10000,3.5,yes
sci-fi,70,10000,3.5,no
fantasy,10,10000,4.5,no
romance,10,10000,4,yes
young adult,50,10000,3.5,no
fantasy,20,10000,4.5,no
#N/A,10,10000,4,no
#N/A,30,10000,4,no
young adult,10,20000,4,no
fantasy,50,10000,4,no
thriller,50,10000,4,no
#N/A,40,10000,4,no
fantasy,30,10000,4,yes
#N/A,30,10000,3.5,no
fantasy,20,10000,4,no
mystery,70,10000,4,no
horror,20,10000,4.5,no
romance,30,20000,4,no
mystery,30,10000,3.5,no
drama,200,10000,4,no
fantasy,50,10000,4,no
romance,20,20000,4.5,no
romance,20,10000,3.5,no
thriller,60,10000,4,no
romance,10,10000,3.5,no
sci-fi,40,10000,3.5,no
fantasy,20,10000,3.5,no
mystery,10,10000,4.5,no
romance,20,20000,4.5,no
romance,10,10000,4,no
fantasy,20,10000,4,no
mystery,60,10000,3.5,no
#N/A,20,10000,4.5,no
#N/A,50,10000,4,no
romance,10,10000,4,no
christian,30,10000,4.5,no
young adult,40,10000,3.5,no
mystery,90,10000,4,no
romance,50,10000,4,yes
young adult,10,20000,4,no
mystery,40,10000,4,yes
fantasy,100,10000,4,yes
sci-fi,30,10000,3.5,no
fantasy,20,10000,4,no
mystery,30,10000,4.5,no
mystery,100,10000,4,no
fantasy,30,10000,4,no
romance,100,10000,3.5,no
comedy,20,10000,4,no
thriller,50,10000,4,no
mystery,40,10000,4,yes
#N/A,300,10000,4,no
romance,10,10000,3.5,no
young adult,30,10000,4,no
young adult,40,10000,3.5,no
mystery,20,10000,4,no
young adult,10,10000,4,no
horror,10,10000,4,no
fantasy,50,10000,4,no
mystery,20,10000,4,no
#N/A,30,10000,4,no
mystery,50,10000,3.5,no
mystery,50,10000,4,no
romance,0,10000,4,no
#N/A,50,10000,4,no
fantasy,70,10000,4,no
#N/A,40,10000,4,no
young adult,30,10000,4,no
drama,50,10000,3.5,no
fantasy,10,20000,3.5,no
drama,30,10000,4,no
romance,30,10000,4,no
romance,10,10000,3.5,no
mystery,40,10000,4,no
horror,60,10000,3.5,no
romance,40,10000,3.5,no
fantasy,30,10000,4,no
#N/A,60,10000,4.5,no
#N/A,10,10000,4.5,no
romance,20,20000,4,no
drama,100,10000,3.5,no
mystery,40,10000,4.5,no
#N/A,40,10000,4.5,no
mystery,30,10000,4,no
romance,10,10000,4,no
sci-fi,10,10000,4,no
fantasy,20,20000,4,no
comedy,10,10000,4,no
horror,30,10000,4.5,yes
mystery,70,10000,4,no
#N/A,20,10000,4.5,no
fantasy,40,10000,4,no
fairy-tales,20,10000,4,no
romance,0,20000,4,no
mystery,20,10000,3.5,no
#N/A,20,10000,4,no
thriller,100,10000,3.5,yes
sci-fi,100,10000,4,yes
mystery,20,10000,4,no
drama,60,10000,4,no
fantasy,50,10000,3.5,no
young adult,10,10000,4,no
romance,40,10000,4,yes
young adult,40,20000,3.5,no
comedy,20,10000,4,no
#N/A,40,10000,4,no
young adult,40,10000,4,yes
romance,40,10000,4,no
thriller,90,10000,4,no
mystery,100,10000,4,no
fantasy,20,10000,4,no
fantasy,0,20000,4,no
mystery,40,10000,4,no
romance,10,10000,5,no
#N/A,50,10000,4,no
fantasy,20,10000,4,no
fantasy,60,10000,4,no
mystery,80,10000,4,no
#N/A,40,10000,4.5,no
romance,70,10000,4,no
mystery,40,10000,4,no
romance,30,10000,4,no
thriller,80,10000,4,no
thriller,90,10000,4,yes
romance,60,10000,4,no
young adult,20,10000,4,no
crime,20,10000,4.5,no
mystery,0,10000,3.5,no
young adult,20,20000,4,no
young adult,30,10000,4,no
fantasy,10,10000,4,no
romance,60,10000,4,no
comedy,40,10000,4,no
thriller,40,10000,3,no
young adult,30,10000,4,no
fantasy,80,10000,3.5,no
#N/A,10,10000,4,no
#N/A,20,10000,4,no
crime,40,10000,4,no
sci-fi,10,10000,4.5,no
drama,20,10000,4,no
drama,10,10000,4,no
romance,40,20000,4,no
mystery,30,10000,4,no
fantasy,30,10000,3.5,no
#N/A,30,10000,4,no
fantasy,20,10000,4,no
young adult,300,10000,4,no
romance,10,10000,4,no
fantasy,20,20000,4.5,yes
#N/A,30,10000,4,no
romance,0,20000,4,no
fantasy,60,10000,4,no
thriller,50,10000,4,no
mystery,50,10000,3.5,no
drama,500,10000,4,no
romance,30,10000,4,no
mystery,60,10000,4,no
romance,40,10000,4,no
mystery,20,10000,3.5,no
#N/A,30,10000,4,no
romance,90,10000,4,no
#N/A,20,10000,4,no
sci-fi,30,10000,4,no
mystery,40,10000,3.5,no
comedy,30,10000,4,no
#N/A,30,10000,4.5,no
drama,70,10000,3.5,yes
romance,20,20000,4.5,yes
fantasy,10,20000,4,no
fantasy,30,0,4.5,no
crime,50,10000,3.5,no
fantasy,10,10000,4,no
young adult,30,10000,3.5,no
#N/A,20,10000,4,no
fantasy,90,10000,3.5,no
romance,20,10000,4.5,no
romance,10,20000,4.5,no
crime,10,10000,3.5,no
young adult,10,10000,3.5,no
horror,40,10000,4,yes
fantasy,20,10000,4,no
#N/A,60,10000,4,no
fairy-tales,30,10000,4,no
#N/A,20,10000,4,no
young adult,10,10000,4.5,no
fantasy,20,10000,4,no
young adult,30,10000,4,no
#N/A,50,10000,4,no
comedy,20,10000,4,no
fantasy,30,10000,4,no
fantasy,10,10000,4,no
crime,30,10000,4.5,no
#N/A,30,10000,4,no
young adult,40,10000,4,no
crime,20,10000,4,no
fantasy,20,10000,4,no
mystery,30,10000,4,no
romance,60,10000,3.5,no
#N/A,30,10000,4,no
young adult,10,20000,4,no
young adult,10,20000,4,no
crime,50,10000,4,no
sci-fi,30,10000,4,no
mystery,40,10000,4,no
#N/A,90,0,4.5,no
#N/A,20,10000,4,no
sci-fi,10,10000,4,no
fantasy,400,10000,4,no
mystery,50,10000,4,no
young adult,30,10000,4,no
romance,10,20000,4,no
horror,60,10000,3.5,no
thriller,10,10000,4,no
romance,10,20000,4,no
horror,40,10000,4,no
#N/A,20,10000,4,no
fantasy,40,20000,4,no
fantasy,10,10000,4,no
drama,40,10000,3,no
sci-fi,30,10000,4,no
young adult,20,10000,4.5,no
thriller,50,10000,4,yes
#N/A,20,10000,4,no
drama,20,10000,4.5,no
romance,60,20000,4,no
romance,30,20000,4,no
young adult,10,10000,4,no
fairy-tales,10,10000,4,no
sci-fi,30,10000,4,no
young adult,10,10000,4,no
mystery,70,10000,4,no
fantasy,80,10000,4,no
#N/A,30,10000,3.5,no
#N/A,40,10000,4,no
horror,40,10000,4.5,yes
comedy,30,10000,4,no
comedy,20,10000,4.5,no
crime,300,10000,4,no
fantasy,40,10000,3.5,no
mystery,50,10000,4,no
fantasy,10,10000,4.5,no
drama,30,10000,3.5,no
thriller,30,10000,4,no
thriller,50,10000,4,no
horror,50,10000,3.5,no
horror,60,10000,4,no
fantasy,30,10000,4,no
young adult,20,10000,4,no
thriller,30,10000,4,no
romance,10,20000,4.5,no
romance,20,10000,4,no
young adult,10,10000,4,no
mystery,50,10000,4,no
fantasy,10,20000,4,no
#N/A,50,10000,4,no
mystery,80,10000,4,no
crime,40,10000,4,yes
#N/A,20,10000,4,no
mystery,80,10000,4,no
#N/A,20,10000,3.5,no
#N/A,10,10000,4,no
horror,30,10000,4,no
#N/A,20,10000,4.5,no
mystery,10,10000,3.5,no
young adult,60,10000,4,no
young adult,30,20000,4,no
sci-fi,40,10000,4,no
young adult,10,10000,4,no
young adult,50,10000,4,yes
fantasy,10,10000,4.5,no
mystery,0,10000,4,no
young adult,10,20000,4,yes
#N/A,30,10000,4,no
romance,20,20000,4.5,no
