author,rounded_rating,rounded_ratings_count,adapted
Paul  Hoffman,4,10000,no
Katie Cotugno,4,10000,no
Adam Gopnik,4,10000,no
Jenny Downham,4,20000,no
Ann M. Martin,4,10000,no
Tamora Pierce,4,20000,no
"Tyler Hamilton, Daniel Coyle",4,10000,no
Ian Fleming,4,10000,no
"Isabel Allende, Oliver Brock, Frank Wynne",3,10000,no
Samad Behrangi,4,10000,no
Robertson Davies,4,10000,no
"Alan    Richardson, Karen Tack",4,10000,no
Larry Correia,4,10000,no
Maeve Binchy,4,10000,no
Lincoln Peirce,4,10000,no
Catherine Bybee,4,10000,no
"Dick Riley, Pam McAllister, Bruce Cassiday",4,10000,no
L.A. Casey,4,20000,no
Kresley Cole,4,20000,no
Kelly Corrigan,4,10000,no
"Walter Lord, Nathaniel Philbrick",4,10000,no
Brady Udall,4,10000,no
Carl Hiaasen,4,10000,no
"Richard Russo, Arthur Morey",3,10000,no
Maya Banks,4,20000,no
Donald Ray Pollock,4,10000,no
Saroo Brierley,4,10000,no
Erin Hunter,4,20000,no
Orhan Pamuk,4,10000,no
"Clare Naylor, Mimi Hare",4,10000,no
"Charles Dickens, Patricia Ingham, Hablot Knight Browne",4,10000,no
John Marsden,4,10000,no
Stephen King,4,10000,no
James A. Michener,4,10000,no
V.S. Naipaul,4,10000,no
Matthew Desmond,4,20000,no
Sarah J. Maas,4,20000,no
Abbi Glines,4,20000,no
Genevieve Cogman,4,10000,no
Anne Tyler,4,10000,no
"Marjane Satrapi, Anjali Singh",4,10000,no
Mary Downing Hahn,4,10000,no
"Melissa Anelli, J.K. Rowling",4,10000,no
Francisco X. Stork,4,10000,no
Stephen King,5,10000,no
Tere Liye,4,10000,no
Brandon Sanderson,4,10000,no
Jeffrey Brown,4,10000,no
Daniel C. Dennett,4,10000,no
Andrzej Sapkowski,4,10000,no
C.J. Box,4,10000,no
Shannon Hale,4,20000,no
Jill Alexander Essbaum,3,10000,no
Amanda Brown,4,10000,yes
Susan Dennard,4,20000,no
Gavin Menzies,4,10000,no
"Hope Larson, Madeleine L'Engle",4,10000,no
Nora Ephron,4,10000,no
Liza Klaussmann,3,10000,no
Ken Follett,4,10000,no
"Henning Mankell, Laurie Thompson",4,10000,no
"Margaret Weis, Tracy Hickman",4,10000,no
Sherman Alexie,4,10000,no
"Ludwig Wittgenstein, G.E.M. Anscombe",4,10000,no
Carrie Jones,4,20000,no
Claire Contreras,4,20000,no
Bernard Cornwell,4,10000,no
Harper Sloan,4,10000,no
Tarryn Fisher,4,20000,no
"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",4,10000,no
James Rollins,4,10000,no
Laurell K. Hamilton,4,10000,no
Jeffrey Archer,4,10000,no
Stephen Hawking,4,10000,no
Stephen R. Donaldson,4,10000,no
Nalini Singh,4,20000,no
Will Durant,4,10000,no
Elaine Pagels,4,10000,no
Jonathan Tropper,4,10000,no
Edgar Rice Burroughs,4,10000,no
"Vince Flynn, Kyle Mills, Armand Schultz",4,10000,no
Nalini Singh,4,20000,no
Roxane Gay,4,10000,no
Tim Winton,4,10000,no
American Psychiatric Association,4,10000,no
Laurie R. King,4,20000,no
Orson Scott Card,4,10000,no
Elizabeth Wein,4,10000,no
"Kiyohiko Azuma, あずま きよひこ",4,10000,no
"Black Elk, John G. Neihardt",4,10000,no
Ben Mezrich,4,10000,no
Jeffery Deaver,4,10000,no
Christine Feehan,4,20000,no
"Jeph Loeb, Jim Lee, Scott Williams",4,30000,no
Heather Gudenkauf,4,10000,no
Greg Iles,4,10000,no
Sara Ryan,4,10000,no
Jim Butcher,4,10000,no
Connie Willis,4,10000,no
Bella Forrest,4,10000,no
Alice Hoffman,4,10000,no
Jean de Brunhoff,4,10000,no
Gordon Korman,4,10000,no
Michael Frayn,4,10000,no
Harlan Coben,4,10000,no
Dan Simmons,4,10000,no
Tom Standage,4,10000,no
Karen   White,4,10000,no
Robert Hicks,4,10000,no
Jennifer L. Armentrout,4,20000,no
"Randy Alcorn, Alex Kendrick, Stephen Kendrick",5,10000,no
"Kate DiCamillo, Yoko Tanaka",4,10000,no
Anne Tyler,4,10000,no
James Joyce,4,10000,no
"محمد المنسي قنديل, Mohamed Mansi Qandil",4,10000,no
Aleatha Romig,4,20000,no
Bree Despain,4,20000,no
Dean Koontz,4,10000,no
Stephen R. Lawhead,4,10000,no
Carl Hiaasen,4,10000,no
حسن كمال,4,10000,no
Orson Scott Card,4,10000,no
Dolen Perkins-Valdez,4,10000,no
Karen Chance,4,20000,no
Beth Moore,4,10000,no
Michael Ondaatje,4,10000,no
Jodi Picoult,4,10000,no
"Jack Welch, John A. Byrne, Mike Barnicle",4,10000,no
Shel Silverstein,4,10000,no
"Milan Kundera, Aaron Asher",4,10000,no
Anna Quindlen,4,10000,no
Gena Showalter,4,20000,no
Pittacus Lore,4,10000,no
Mercedes Lackey,4,20000,no
Lisa Scottoline,4,10000,no
Meg Cabot,4,20000,no
Mark Bittman,4,10000,no
Rosamunde Pilcher,4,10000,no
"Tim LaHaye, Jerry B. Jenkins",4,10000,no
خالد الباتلي,3,10000,no
John Sandford,4,10000,no
John Sandford,4,10000,no
Anita Brookner,4,10000,no
Pat Barker,4,10000,no
Mark Twain,4,10000,no
"Aristotle, Joe Sachs",4,10000,no
Emily Murdoch,4,10000,no
Carl Hiaasen,4,10000,no
Sandra Dallas,4,10000,no
Rachel Vincent,4,20000,no
Jill Murphy,4,10000,no
"Cynthia Rylant, Stephen Gammell",4,10000,no
Siri Hustvedt,4,10000,no
Andrea Hirata,4,10000,no
Ellen Hopkins,4,10000,no
Todd J. McCaffrey,4,10000,no
J.C. Reed,4,20000,no
Brian Jacques,4,20000,no
"Ken Robinson, Lou Aronica",4,10000,no
Geraldine Brooks,4,10000,no
Rick Riordan,4,10000,no
Amy Harmon,4,10000,no
Chuck Klosterman,4,10000,no
William C. Dietz,4,10000,no
Terry Brooks,4,10000,no
Billy Collins,4,10000,no
Anna Carey,4,20000,no
Samantha Young,4,20000,no
Lois McMaster Bujold,4,10000,no
"Jennifer Crusie, Bob Mayer",4,20000,no
"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",4,10000,no
Laurent Binet,4,10000,no
Kate Andersen Brower,4,10000,no
Jennifer L. Armentrout,4,20000,no
Lori Nelson Spielman,4,10000,no
Kelley Armstrong,4,20000,no
"Thomas Mann, John E. Woods, T.J. Reed",4,10000,no
Anton Chekhov,4,10000,no
"James Patterson, Richard DiLallo",3,10000,no
T.A. Barron,4,10000,no
Maria V. Snyder,4,20000,no
"Iris Murdoch, Mary Kinzie",4,10000,no
Jamie McGuire,4,20000,no
Margaret Peterson Haddix,4,10000,no
Amy A. Bartol,4,10000,no
L. Ron Hubbard,3,10000,yes
Dave Ramsey,4,10000,no
Mary Higgins Clark,4,10000,no
Carol Burnett,4,10000,yes
Ruth Ozeki,4,10000,no
Octavia E. Butler,4,10000,no
Kristen Ashley,4,20000,no
"Samuel Shem, John Updike",4,10000,no
"Ayşe Kulin, John W. Baker",4,10000,no
Pam Muñoz Ryan,4,10000,no
Keri Smith,4,10000,no
"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",4,10000,no
Heinrich Harrer,4,10000,yes
J. Courtney Sullivan,3,10000,no
Suzanne Weyn,4,10000,no
Kresley Cole,4,20000,no
Larry Levin,4,10000,no
James Ellroy,4,10000,no
Thomas E. Sniegoski,4,10000,no
Anne McCaffrey,4,10000,no
"José Saramago, Giovanni Pontiero",4,10000,no
"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",4,10000,no
Robert  Beatty,4,10000,no
"Alan Dean Foster, George Lucas",4,10000,no
Nancy Thayer,4,10000,no
Sarah Turnbull,4,10000,no
Amélie Nothomb,4,10000,no
Anne Rice,4,10000,no
Candace Bushnell,4,10000,no
Jeffery Deaver,4,10000,no
J.D. Robb,4,20000,no
Angela Johnson,4,10000,no
"Christopher Chabris, Daniel Simons",4,10000,no
Tami Hoag,4,10000,no
Erin Hunter,4,10000,no
Steve Toltz,4,10000,no
Jon Klassen,4,10000,no
Ramit Sethi,4,10000,no
Nelson DeMille,4,10000,no
Jeff Wheeler,4,10000,no
"Karen Kingsbury, Gary Smalley",4,10000,no
Michio Kaku,4,10000,no
Jennifer Lynn Barnes,4,20000,no
"Hergé, Leslie Lonsdale-Cooper, Michael Turner",4,10000,no
"Henning Mankell, Ebba Segerberg",4,10000,no
"Michael Buckley, Peter Ferguson",4,20000,no
"Charles Bernard Nordhoff, James Norman Hall",4,10000,no
Ken Akamatsu,4,10000,no
"William Arntz, Betsy Chasse, Mark Vicente",4,10000,no
Jeff Wheeler,4,10000,no
Johanna Lindsey,4,20000,no
Terry Pratchett,4,10000,no
"Elizabeth Gaskell, Shirley Foster",4,10000,no
Joseph Conrad,4,10000,no
Ellen Marie Wiseman,4,10000,no
"Tsugumi Ohba, Takeshi Obata",4,10000,no
Michael J. Sullivan,4,10000,no
Sherrilyn Kenyon,5,10000,no
"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",4,10000,no
"Marcella Hazan, Karin Kretschmann",4,10000,no
"Arnaldur Indriðason, Bernard Scudder",4,10000,no
Jess Rothenberg,4,10000,no
April Henry,4,10000,no
Obert Skye,4,10000,no
"Bill O'Reilly, Martin Dugard",4,10000,no
"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",4,10000,no
"Russell Hoban, Lillian Hoban",4,10000,no
J.D. Robb,4,10000,no
Maggie Nelson,4,10000,no
"Jann S. Wenner, Corey Seymour",4,10000,no
Dominic Smith,4,10000,no
Louise Jensen,4,10000,no
Jennifer Estep,4,20000,no
David Shannon,4,10000,no
Margaret Leroy,4,10000,no
Jennifer A. Nielsen,4,20000,no
Paul Auster,4,10000,no
Machado de Assis,4,10000,no
Elizabeth  George,4,10000,no
L.M. Montgomery,4,20000,no
Jacqueline Carey,4,10000,no
Thomas C. Foster,4,10000,no
Orson Scott Card,4,10000,no
Ilona Andrews,4,20000,no
Robert Crais,4,10000,no
Lauren Myracle,3,10000,no
Bruce Campbell,4,10000,no
"Matsuri Hino, Tomo Kimura",4,10000,no
"Denis Johnson, Bettina Abarbanell",4,0,no
Rolf Dobelli,4,10000,no
Ellen Stoll Walsh,4,10000,no
L.D. Davis,4,20000,no
Ulrich Bischoff,4,10000,no
"Charles Harrison, Paul Wood",4,10000,no
"Hervé Tullet, Christopher Franceschelli",4,20000,no
Robert Muchamore,4,10000,no
Harlan Coben,4,10000,no
"Alfred Tennyson, Charles Keeping",4,10000,no
Lisi Harrison,4,10000,no
"Friedrich Nietzsche, Douglas Smith",4,10000,no
"Jamie Delano, John Ridgway, Alfredo Alcalá",4,10000,no
"Jane Lynch, Lisa Dickey",4,10000,no
Jonathan Renshaw,4,10000,no
J.D. Robb,4,10000,no
سلطان موسى الموسى,4,10000,no
"Walter Moers, John Brownjohn",4,10000,no
Antonia Fraser,4,10000,no
Shel Silverstein,4,10000,no
Raymond Briggs,4,10000,no
Jay Crownover,4,20000,no
Quinn Loftis,4,20000,no
"Carl Sagan, Ann Druyan",4,10000,no
John Sandford,4,10000,no
John Updike,4,10000,no
Lemony Snicket,4,10000,no
Winston Graham,4,10000,no
Gregg Hurwitz,4,10000,no
Bella Andre,4,20000,no
Stephen King,3,10000,no
Robert Ludlum,4,10000,no
Roland Merullo,4,10000,no
"Suetonius, Michael Grant, Robert Graves",4,10000,no
"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt",4,10000,no
Bernard Cornwell,4,10000,no
R.A. Salvatore,4,10000,no
Scott Westerfeld,4,20000,no
Lisa Lutz,4,10000,no
Charlie LeDuff,4,10000,no
Dorothy L. Sayers,4,10000,no
C.S. Pacat,5,10000,no
"Penelope Douglas, Abby Craden, Nelson Hobbs",4,20000,no
Philip Reeve,4,10000,no
"James Patterson, Mark Pearson",4,10000,no
Faith Hunter,4,20000,no
Gemma Halliday,4,10000,no
Raymond Chandler,4,10000,no
"Bernadette Rossetti-Shustak, Caroline Jayne Church",4,10000,no
Lisa Gardner,4,10000,no
"Jim Krueger, Alex Ross, Doug Braithwaite",4,10000,yes
Tad Williams,4,10000,no
"William Nicholson, Peter Sís",4,10000,no
Scarlett Thomas,4,10000,no
"Michael Chabon, Gary Gianni",3,10000,no
"James Andrew Miller, Tom Shales",4,10000,no
Daniel Wallace,4,10000,yes
Tammara Webber,4,20000,no
Lisa O'Donnell,4,10000,no
Frances Mayes,4,10000,no
Rachel Caine,4,10000,no
"Tim Tebow, Nathan Whitaker",4,10000,no
Octavia E. Butler,4,10000,no
"Joe Hill, Gabriel Rodríguez",5,10000,no
J.G. Ballard,4,10000,yes
"Patricia M. Scarry, Richard Scarry",4,10000,no
Paul Theroux,4,10000,no
Anne McCaffrey,4,10000,no
Sarah J. Maas,4,20000,no
"Laura Joffe Numeroff, Felicia Bond",4,10000,no
James Luceno,4,10000,no
"Anderson Cooper, Gloria Vanderbilt",4,10000,no
Ben H. Winters,4,10000,no
Ann Cleeves,4,10000,no
Sherrilyn Kenyon,4,10000,no
"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",4,10000,no
Richard Price,4,10000,no
Peter Hedges,4,10000,no
Gail Carriger,4,20000,no
Annie Barrows,4,10000,no
"Karen Kingsbury, Gary Smalley",4,10000,no
Armistead Maupin,4,10000,no
"Émile Zola, Robin Buss",4,10000,no
Chris Bohjalian,3,10000,no
J.S. Scott,4,10000,no
Sarah Pinborough,4,20000,no
"Robert W. Chambers, E.F. Bleiler",4,10000,no
Patrick O'Brian,4,10000,no
"Ayn Rand, Nathaniel Branden",3,10000,no
Debbie Macomber,4,10000,no
Joseph Boyden,4,10000,no
Susan  Wilson,4,10000,no
Jeanette Winterson,4,10000,no
Randy Susan Meyers,4,10000,no
J.D. Robb,4,20000,no
Victoria Schwab,4,20000,no
David Mamet,4,10000,no
Umberto Eco,3,10000,yes
Ruth Wariner,4,10000,no
Beatrix Potter,4,10000,no
Charles M. Schulz,4,10000,no
Frank Miller,4,10000,no
Nalini Singh,4,20000,no
Adrian Nicole LeBlanc,4,10000,no
"Leo Tolstoy, Louise Maude, Aylmer Maude",4,10000,no
Larry Correia,4,10000,no
John Sandford,4,10000,no
Lee Strobel,4,10000,no
Benedict Jacka,4,10000,no
Maggie O'Farrell,4,10000,no
Jonathan Kellerman,4,10000,no
"Janet Evanovich, Lee Goldberg",4,10000,no
Jeff Kinney,4,10000,no
Victoria Helen Stone,4,10000,no
Sharon G. Flake,4,10000,no
James Rollins,4,10000,no
Kazuo Ishiguro,4,10000,no
"Pascal Mercier, Barbara Harshav",4,10000,no
Tessa Dare,4,20000,no
Martha Grimes,4,10000,no
Jessica Sorensen,4,10000,no
David McCullough,4,10000,no
Louise Erdrich,4,10000,no
Lucie Whitehouse,3,10000,no
"The Waiter, Steve Dublanica",3,10000,no
Kevin Hearne,4,10000,no
Robert Louis Stevenson,4,10000,no
"Tom Clancy, Grant Blackwood",4,10000,no
V.C. Andrews,4,10000,no
Melanie Rawn,4,10000,no
Jeffery Deaver,4,10000,no
Breena Clarke,3,10000,no
"Nancy Leigh DeMoss, Elisabeth Elliot",4,10000,no
Jack London,4,10000,no
Lisi Harrison,4,10000,no
John Irving,3,10000,no
Chris Anderson,4,10000,no
"Joe Sacco, Edward Said",4,10000,no
"Vincent van Gogh, Irving Stone, Jean   Stone",4,10000,no
Cecelia Ahern,4,10000,no
Louisa May Alcott,4,10000,no
Yangsze Choo,4,10000,yes
"Terry Brooks, George Lucas",4,10000,no
"Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",4,10000,no
Karina Halle,4,10000,no
Jacqueline Wilson,4,10000,no
"Else Holmelund Minarik, Maurice Sendak",4,10000,no
Twyla Tharp,4,10000,no
"Mourid Barghouti, مريد البرغوثي",4,10000,no
Jocelyn Davies,4,20000,no
"Marion Zimmer Bradley, Diana L. Paxson",4,10000,no
"Tom Clancy, Mark Greaney",4,10000,no
"Miles Davis, Quincy Troupe",4,10000,no
Elizabeth Winthrop,4,10000,yes
Steven Tyler,3,10000,no
George R.R. Martin,4,10000,no
Jeffery Deaver,4,10000,no
H.P. Lovecraft,4,10000,no
Christina Lauren,4,20000,no
Patricia Cornwell,4,10000,no
Anton Chekhov,4,10000,no
Anthony Horowitz,4,10000,no
Abbi Glines,4,20000,no
"Janet Evanovich, Charlotte Hughes",4,10000,no
Josh Bazell,4,10000,no
Elin Hilderbrand,4,10000,no
"Brian Herbert, Kevin J. Anderson",4,10000,no
Piers Anthony,4,10000,no
"Arthur Conan Doyle, William S. Baring-Gould",5,10000,no
Joanna Wylde,4,20000,no
Nicky Charles,4,10000,no
Mercer Mayer,4,10000,no
Patricia Cornwell,4,10000,no
Beth Moore,4,10000,no
Eric Hill,4,10000,no
"Penelope Ward, Vi Keeland",4,10000,no
Jan Karon,4,10000,no
"James Patterson, Michael Ledwidge",4,10000,no
"Camilla Läckberg, Tiina Nunnally",4,10000,no
Terry McMillan,4,10000,no
Elizabeth Eulberg,4,20000,no
Carl Hiaasen,4,10000,no
Gabriel García Márquez,4,10000,no
Kevin J. Anderson,4,10000,no
Ted Dekker,4,10000,no
J.D. Robb,4,10000,no
John le Carré,4,10000,no
Brian Jacques,4,10000,no
"Yasunari Kawabata, Edward G. Seidensticker",4,10000,no
J. Maarten Troost,4,10000,no
Robin Cook,4,10000,no
Dave Barry,4,10000,no
"Fyodor Dostoyevsky, Ergin Altay",4,10000,no
Kim Gruenenfelder,4,10000,no
Morris Gleitzman,4,10000,no
Cecily von Ziegesar,4,10000,no
John Sandford,4,10000,no
Sara Shepard,4,10000,no
Gary Brandner,4,10000,no
Roger Zelazny,4,10000,no
Carl Hiaasen,4,10000,no
Douglas Coupland,4,10000,no
John Berendt,4,10000,no
Rosamund Lupton,4,10000,no
Ilana Tan,4,10000,no
Charles Bukowski,4,10000,no
Wilbur Smith,4,10000,no
Oprah Winfrey,4,10000,no
Amanda Hocking,4,10000,no
Colm Tóibín,4,10000,no
Sara B. Larson,4,20000,no
Fannie Flagg,4,10000,no
Mircea Eliade,4,10000,no
Christina McKenna,4,10000,no
Glen David Gold,4,10000,no
"Georges Bataille, Joachim Neugroschel, Dovid Bergelson",4,10000,no
Kate Jacobs,3,10000,no
Maurice Sendak,4,10000,no
Raymond Carver,4,10000,no
"Rainer Maria Rilke, Stephen Mitchell, Robert Hass",4,10000,no
Larissa Ione,4,20000,no
"Gabriel García Márquez, Randolph Hogan",4,10000,no
J.D. Robb,4,10000,no
Christiane Northrup,4,10000,no
John Sandford,4,10000,no
Lindsay Ashford,4,10000,no
"Warren Ellis, John Cassaday",4,10000,no
Danielle L. Jensen,4,20000,no
Andy Cohen,4,10000,no
Stephen King,4,10000,no
Mary Higgins Clark,4,10000,no
"Assata Shakur, Angela Y. Davis, Lennox S. Hinds",4,10000,no
Clive Barker,4,10000,no
"Paul Galdone, Peter Christen Asbjørnsen",4,10000,no
Willow Aster,4,20000,no
"Corina Bomann, Alison Layland",4,10000,no
Edward M. Kennedy,4,10000,no
Ian Fleming,4,10000,yes
James Hilton,4,10000,no
Caroline Kepnes,4,10000,no
"Nella Larsen, Ntozake Shange, Thadious M. Davis",4,10000,no
"Neil Gaiman, Michael Reaves",4,10000,no
David Levithan,4,10000,no
Harry Bernstein,4,10000,yes
Brenna Yovanoff,4,20000,no
"George Carlin, Tony Hendra",4,10000,no
James Gleick,4,10000,no
Homer Hickam,4,10000,no
Danielle Steel,4,10000,no
John le Carré,4,10000,no
Raymond Chandler,4,10000,no
Laurell K. Hamilton,4,10000,no
Kristen Ashley,4,20000,no
John Sandford,4,10000,no
Francine Rivers,5,10000,no
Richard Branson,4,10000,no
"Betty MacDonald, Alexandra Boiger",4,10000,no
"Roald Dahl, Quentin Blake",4,10000,no
Val McDermid,4,10000,no
C.S. Lewis,4,10000,no
Nora Roberts,4,10000,no
Robert Crais,4,10000,no
J.R. Ward,4,10000,no
Alistair MacLean,4,10000,no
Ian Fleming,4,10000,yes
Robin Norwood,4,10000,no
Perry Moore,4,10000,no
Alex Kotlowitz,4,10000,no
Agatha Christie,4,10000,no
Kiera Cass,4,20000,no
"John D. Fitzgerald, Mercer Mayer",4,10000,no
Chris d'Lacey,4,10000,no
Julie Garwood,4,10000,no
Roddy Doyle,4,10000,no
Chuck Palahniuk,3,10000,no
Sonya Sones,4,10000,no
Danielle Trussoni,3,10000,no
"Paula H. Deen, John Berendt",4,10000,no
"Gabriel García Márquez, J.S. Bernstein",4,10000,no
Nicholas Pileggi,4,10000,no
"Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart",4,10000,no
Kent Haruf,4,10000,no
عباس معروفی,4,10000,no
Linda Howard,4,20000,no
Chelsea Cain,4,10000,no
Cynthia Swanson,4,10000,no
"Anatoli Boukreev, G. Weston DeWalt",4,10000,no
Django Wexler,4,10000,no
Louisa May Alcott,4,10000,no
Jamie McGuire,4,10000,no
"Natsuki Takaya, Alethea Nibley, Athena Nibley",4,20000,no
Bart D. Ehrman,4,10000,no
Mariana Zapata,4,20000,no
Ursula K. Le Guin,4,10000,no
"Steve Berry, Scott Brick",4,10000,no
Anthony Horowitz,4,10000,no
"William Shakespeare, Roma Gill, Robert          Jackson",4,10000,no
Johanna Lindsey,4,10000,no
Greg Iles,4,10000,no
"George Gordon Byron, Peter J. Manning, Susan J. Wolfson",4,10000,no
Laura Lippman,4,10000,no
Jennifer Worth,4,10000,no
"Anna Gavalda, Alison Anderson",4,10000,no
"Peter Lynch, John Rothchild",4,10000,no
Iain M. Banks,4,10000,no
Fannie Flagg,4,10000,no
Jonathan Swift,4,10000,no
Alan W. Watts,4,10000,no
"Bertolt Brecht, David Hare",4,10000,yes
Jeaniene Frost,4,20000,yes
Jessica Day George,4,20000,no
Brent Weeks,4,0,no
Nic Pizzolatto,4,10000,no
"Mac Barnett, Jon Klassen",4,10000,no
Justin Torres,4,10000,no
Daniel C. Dennett,4,10000,no
"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",4,10000,no
Francine Rivers,4,10000,no
Kristen Ashley,4,20000,no
Alissa Nutting,3,10000,no
Arthur Nersesian,4,10000,no
Steve Alten,4,10000,yes
Frank Beddor,4,10000,no
John O'Hara,4,10000,no
"Janet Ahlberg, Allan Ahlberg",4,10000,no
"Gene Kim, Kevin Behr, George Spafford",4,10000,no
Brandon Stanton,5,10000,no
"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket",4,10000,no
"Erin Gruwell, Zlata Filipović, The Freedom Writers",4,10000,no
Fareed Zakaria,4,10000,no
Jon Ronson,4,10000,no
"Susanna Clarke, Charles Vess",4,10000,no
Dinah Bucholz,4,10000,no
Bill Browder,4,10000,no
David Bach,4,10000,no
Cat Patrick,4,10000,no
Jill Leovy,4,10000,no
"Terry Jones, Brian Froud",4,10000,no
Chevy Stevens,4,10000,no
Paul Torday,4,10000,no
Alex  Ross,4,10000,no
Katie Klein,4,20000,no
Trish Doller,4,20000,no
Glenn Greenwald,4,10000,no
Orson Scott Card,4,10000,no
Lisa Gardner,4,10000,no
Hafez,5,0,no
John L. Parker Jr.,4,10000,no
Ben Hatke,4,10000,no
"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds",4,10000,no
William  Boyd,4,10000,no
Nancy Farmer,4,10000,no
"Amy Lichtenhan, A.L. Jackson",4,20000,no
R.L. Stine,4,10000,no
Kathryn Croft,4,10000,no
Belle Aurora,4,20000,no
R.L. Stine,4,10000,no
David Lebovitz,4,10000,no
Julie Kagawa,4,20000,no
Grace Draven,4,10000,no
Mark Haddon,3,10000,no
"Larry Niven, Jerry Pournelle",4,10000,no
Heather Brewer,4,10000,no
Alistair MacLean,4,10000,no
Ronald C. White Jr.,4,10000,no
"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",4,10000,no
Susan Elizabeth Phillips,4,20000,no
Jodi Ellen Malpas,4,20000,no
Neal Shusterman,4,10000,no
Jon J. Muth,4,10000,no
Lois McMaster Bujold,4,10000,no
Gayle Forman,4,10000,no
Jeffery Deaver,4,10000,no
Salman Rushdie,4,10000,no
Gayle Tzemach Lemmon,4,10000,no
David Foster Wallace,4,10000,no
Stephen King,5,10000,no
A.J. Jacobs,4,10000,no
Bill Watterson,5,10000,no
Arthur Conan Doyle,4,10000,no
Tonya Hurley,3,10000,no
"Mary Higgins Clark, Alafair Burke",4,10000,no
"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",4,10000,no
Barbara Delinsky,4,10000,no
"Larry Bond, Patrick Larkin",4,10000,no
Linwood Barclay,4,10000,no
Dean Koontz,3,10000,no
"Leigh Nichols, Dean Koontz",4,10000,no
Naomi Novik,4,10000,no
Malorie Blackman,4,10000,no
"James Rollins, Rebecca Cantrell",4,10000,no
Tijan,4,20000,no
Josh Kilmer-Purcell,4,10000,no
Lauren Barnholdt,4,10000,no
Kathy Reichs,4,10000,no
Robin McKinley,4,20000,no
Michael Herr,4,10000,no
"Henning Mankell, Laurie Thompson",4,10000,no
Lorenzo Carcaterra,4,10000,no
"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",4,10000,no
Mary Higgins Clark,4,10000,no
"Sarah Palin, Lynn Vincent, Dewey Whetsell",3,10000,no
"Anne Byrn, Anthony Loew",4,10000,no
Rick Yancey,4,10000,no
Robert A. Caro,4,10000,no
Patricia Cornwell,4,10000,no
Forrest Carter,4,10000,no
Gena Showalter,4,20000,no
Richard Brautigan,4,10000,no
"Ali Novak, Fallzswimmer",4,10000,no
John Marsden,4,10000,yes
Crissy Calhoun,4,10000,no
Liane Moriarty,4,10000,no
Myra McEntire,4,20000,yes
"Al Ries, Jack Trout",4,10000,no
Nalini Singh,4,20000,no
Laurann Dohner,4,20000,no
David B.,4,10000,no
Tracy Letts,4,10000,no
Tad Williams,4,10000,no
Susan Elia MacNeal,4,10000,no
"Gregory Maguire, Douglas Smith",3,10000,no
Christopher Priest,4,10000,yes
Donald McCaig,4,10000,no
Tony Kushner,4,10000,no
Michael Ondaatje,4,10000,no
Dean Koontz,4,10000,no
Kristen Ashley,4,10000,no
"Chris Colfer, Brandon Dorman",5,10000,no
Scott  Meyer,4,10000,no
Melody Anne,4,10000,no
Maya Banks,4,20000,no
"Andrew Hunt, Dave Thomas",4,10000,no
Dee Lestari,4,10000,no
James S.A. Corey,4,10000,no
Katee Robert,4,20000,no
"T.C. Boyle, Richard Poe",4,10000,no
"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",4,10000,no
Diablo Cody,4,10000,no
أنيس منصور,4,10000,no
"James Patterson, Michael Ledwidge",4,10000,no
Madeline Sheehan,4,20000,no
Peter Heller,4,10000,no
Steven Spielberg,4,10000,no
"Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham",4,10000,no
"Stan Berenstain, Jan Berenstain",4,10000,no
Olivia Cunning,4,20000,no
Iris Johansen,4,10000,no
J.K. Rowling,4,10000,no
Audre Lorde,4,10000,no
"Cassandra Clare, Hye-Kyung Baek",4,10000,no
