book_id,title,books_count,isbn,authors,original_title,,language_code,average_rating,ratings_count,Class
9044,"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)",14,679410503,"Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham",The Vampire Chronicles,,eng,4.25,9592,no
9045,The Berenstain Bears Forget Their Manners,13,394873335,"Stan Berenstain, Jan Berenstain",,,en-US,4.15,12232,no
9046,"Hot Ticket (Sinners on Tour, #3)",15,1402245858,Olivia Cunning,Hot Ticket,,eng,4.28,20891,no
9047,"The Search (Eve Duncan, #3)",32,553589482,Iris Johansen,The Search,,en-US,4.14,12020,no
9048,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,5,043932162X,J.K. Rowling,,,eng,4.4,10736,no
9049,Zami: A New Spelling of My Name,16,895941228,Audre Lorde,Zami: A New Spelling of My Name,,eng,4.2,9549,no
9050,"The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)",7,316200980,"Cassandra Clare, Hye-Kyung Baek",,,eng,4.21,11754,no
9051,Hafalan Shalat Delisa,4,9793210605,Tere Liye,Hafalan Shalat Delisa,,ind,4.2,7737,no
9052,"Sixth Grave on the Edge (Charley Davidson, #6)",13,1250045630,Darynda Jones,Sixth Grave on the Edge,,en-US,4.38,17022,no
9053,"The Royal Ranger (Ranger's Apprentice, #12)",25,399163603,John Flanagan,"The Royal Ranger (Ranger's Apprentice, #12)",,,4.4,11359,no
9054,The Submission,36,374271569,Amy Waldman,The Submission,,eng,3.66,10096,no
9055,The Lord of the Rings Sketchbook,6,618640142,"Alan Lee, Ian McKellen",The Lord of the Rings Sketchbook,,eng,4.26,9067,no
9056,"Glimmerglass (Faeriewalker, #1)",15,312575939,Jenna Black,Glimmerglass,,en-US,3.76,18605,no
9057,Don't Blink,45,1846054729,"James Patterson, Howard Roughan",Don't Blink,,eng,3.79,9689,no
9058,Shadows over Innsmouth,2,345444078,"Stephen Jones, H.P. Lovecraft, Kim Newman, Brian Mooney, Nicholas Royle, David Langford, Michael Marshall Smith, Brian Lumley, Neil Gaiman, Basil Copper, Jack Yeovil, Guy N. Smith, Adrian Cole, D.F. Lewis, Ramsey Campbell, David Sutton, Peter Tremayne",The Shadows Over Innsmouth,,eng,4.43,10663,no
9059,"The Tin Roof Blowdown (Dave Robicheaux, #16)",37,1416548483,James Lee Burke,The Tin Roof Blowdown,,eng,4.17,10432,no
9060,The Death of Bunny Munro,62,1847673767,Nick Cave,The Death of Bunny Munro,,eng,3.43,9096,no
9061,"Flat Stanley (Flat Stanley, #1)",43,60097914,"Jeff Brown, Scott Nash, Macky Pamintuan",Flat Stanley,,eng,3.82,11078,no
9062,"Winter's Passage (Iron Fey, #1.5)",15,1426858329,Julie Kagawa,"Winter's Passage (Iron Fey, #1.5)",,eng,3.96,20313,no
9063,Freight Train,24,688149006,Donald Crews,Freight Train (Caldecott Collection),,,4.04,13380,no
9064,Rosemary: The Hidden Kennedy Daughter,12,547250258,Kate Clifford Larson,Rosemary: The Hidden Kennedy Daughter,,en-CA,3.78,9819,no
9065,Faith,15,60755806,Jennifer Haigh,Faith,,en-US,3.83,10610,no
9066,Bite Me If You Can (Argeneau #6),25,60774126,Lynsay Sands,Bite Me If You Can,,en-US,4.27,16680,no
9067,"The Golden Dynasty (Fantasyland, #2)",2,,Kristen Ashley,,,eng,4.46,19783,no
9068,Moonlight Becomes You,67,743484304,Mary Higgins Clark,Moonlight Becomes You,,eng,3.8,12657,no
9069,A Corner of the Universe,21,439771242,Ann M. Martin,A Corner of the Universe,,eng,4.06,11914,no
9070,The Ice Queen,27,316154385,Alice Hoffman,The Ice Queen,,en-US,3.51,12922,no
9071,"The Folk of the Faraway Tree (The Faraway Tree, #3)",33,749732105,Enid Blyton,The Folk of Faraway Tree,,eng,4.32,11693,no
9072,City on Fire,46,385353774,Garth Risk Hallberg,City on Fire,,eng,3.42,8553,no
9073,The Flame and the Flower,53,380005255,Kathleen E. Woodiwiss,The Flame and the Flower,,,4.09,12447,no
9074,"Exile's Return (Conclave of Shadows, #3)",35,380803275,Raymond E. Feist,Exile's Return,,,4,10840,no
9075,"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",7,1599904780,Jessica Day George,Princess of Glass,,eng,4.03,17052,no
9076,Preach My Gospel: A Guide To Missionary Service,5,402366174,The Church of Jesus Christ of Latter-day Saints,Preach My Gospel (A Guide to Missionary Service),,,4.71,9891,no
9077,"The Last Dragonslayer (The Chronicles of Kazam, #1)",44,547738471,Jasper Fforde,The Last Dragonslayer,,eng,3.86,12033,no
9078,Orientalism,65,039474067X,Edward Said,Orientalism,,eng,4.07,10458,no
9079,"Like a Fire Burning (The Work and the Glory, #2)",6,1573458716,Gerald N. Lund,"The Work and the Glory, Vol. 2: Like a Fire Burning",,,4.27,9944,no
9080,Friends and Lovers,9,451201027,Eric Jerome Dickey,Friends and Lovers,,eng,4.21,8944,no
9081,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",64,60514094,Georgia Byng,Molly Moon's Incredible Book of Hypnotism,,eng,3.87,16311,no
9082,Contest,44,312286252,Matthew Reilly,Contest,,,3.95,10113,no
9083,Songbook,42,1573223565,Nick Hornby,31 Songs,,en-US,3.56,8999,no
9084,The Greatest Generation,21,812975294,Tom Brokaw,The Greatest Generation,,,3.99,12346,no
9085,The Minority Report,40,375421874,Philip K. Dick,The Minority Report,,,3.82,12245,yes
9086,"Luck in the Shadows (Nightrunner, #1)",22,553575422,Lynn Flewelling,Luck in the Shadows,,eng,4.08,13781,no
9087,"The Lemonade War (The Lemonade War, #1)",25,618750436,Jacqueline Davies,The Lemonade War,,en-US,3.88,10293,no
9088,"The Knight at Dawn (Magic Tree House, #2)",54,067982412X,"Mary Pope Osborne, Salvatore Murdocca","The Knight at Dawn (Magic Tree House, #2)",,eng,3.86,13606,no
9089,"The Arrangement: The Ferro Family (The Arrangement, #1)",4,,H.M. Ward,,,eng,4.02,16348,no
9090,Winter in Tokyo,3,,Ilana Tan,Winter in Tokyo,,ind,4.06,8935,no
9091,Help for the Haunted,14,60779632,John Searles,,,eng,3.6,10334,no
9092,"Death Note, Vol. 6: Give-and-Take (Death Note, #6)",32,1421506270,"Tsugumi Ohba, Takeshi Obata",デスノート #6 (Desu Nōto) Kōkan (交換),,eng,4.39,14986,no
9093,"The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)",13,1423116968,"Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki",The Lightning Thief: The Graphic Novel,,eng,3.95,12380,no
9094,Mrs. Kennedy and Me: An Intimate Memoir,11,1451648448,"Clint Hill, Lisa McCubbin",,,eng,4.14,8722,no
9095,Shoeless Joe,34,078572902X,W.P. Kinsella,Shoeless Joe,,eng,3.96,9315,no
9096,When Crickets Cry,18,1595540547,Charles Martin,When Crickets Cry,,en-US,4.23,9668,no
9097,This Changes Everything: Capitalism vs. The Climate,47,1451697384,Naomi Klein,This Changes Everything: Capitalism vs. The Climate,,eng,4.17,7652,no
9098,"Aloha from Hell (Sandman Slim, #3)",23,61714321,Richard Kadrey,Aloha from Hell,,en-US,4.01,10713,no
9099,"Until Lilly (Until, #3)",13,,Aurora Rose Reynolds,,,eng,4.3,20825,no
9100,A Walk Across America,15,006095955X,Peter Jenkins,A Walk Across America,,en-US,4.02,9218,no
9101,"Try Me (One Night with Sole Regret, #1)",3,,Olivia Cunning,Try Me,,eng,3.87,21524,no
9102,All Souls: A Family Story from Southie,14,034544177X,Michael Patrick MacDonald,All Souls: A Family Story from Southie,,eng,4.07,8344,no
9103,"Wizard at Large (Magic Kingdom of Landover, #3)",51,1857231031,Terry Brooks,Wizard at Large ,,,3.81,12580,no
9104,The Bad Seed,24,60795484,"William March, Elaine Showalter",The Bad Seed ,,eng,4.05,10765,no
9105,"Connected (Connections, #1)",24,,Kim Karr,Connected,,eng,4.11,10379,no
9106,"Angel Fire (Angel, #2)",32,1409522016,L.A. Weatherly,Angel Fire,,eng,4.06,13765,no
9107,Growing Up Amish,8,1414339364,Ira Wagler,Growing up Amish,,eng,3.36,9085,no
9108,"Taking Shots (Assassins, #1)",14,,Toni Aleo,,,eng,3.95,11676,no
9109,"Sweet Addiction (Sweet Addiction, #1)",9,,J.  Daniels,Sweet Addiction,,eng,4.11,10294,no
9110,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,16,1596434872,Steve Sheinkin,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,,eng,4.12,11164,no
9111,Maximum City: Bombay Lost and Found,27,375703403,Suketu Mehta,Maximum City: Bombay Lost and Found,,eng,3.91,7894,no
9112,Bambi,83,736423087,Bob Grant,,,eng,4.22,10332,yes
9113,The Last Wife of Henry VIII,21,312352182,Carolly Erickson,The Last Wife of Henry VIII,,en-US,3.88,10172,no
9114,The Complete Tales and Poems,87,040405109X,Edgar Allan Poe,The Complete Tales and Poems of Edgar Allan Poe,,eng,4.48,3427,no
9115,"Gideon's Sword (Gideon Crew, #1)",47,044656432X,"Douglas Preston, Lincoln Child",Gideon's Sword,,en-US,3.58,11227,no
9116,"A Caribbean Mystery (Miss Marple, #10)",162,451199928,Agatha Christie,A Caribbean Mystery,,eng,3.77,14459,no
9117,Accident,52,440243394,Danielle Steel,,,,3.93,10301,no
9118,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,13,159523103X,"Brian Kilmeade, Don Yaeger",,,eng,3.77,8428,no
9119,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",13,345396685,Sharon Kay Penman,When Christ and His Saints Slept,,eng,4.27,10761,no
9120,Pinocchio,4,307021858,"Eugene Bradley Coco, Ron Dias",Pinocchio (A Little Golden Book),,,4.33,10615,yes
9121,Great North Road,4,034552666X,Peter F. Hamilton,Great North Road,,eng,4.06,8639,no
9122,"Fall From Grace (Mad World, #1)",3,,Christine Zolendz,,,en-GB,4.03,20488,no
9123,The Complete Short Novels,9,140003292X,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",,,eng,4.47,9424,no
9124,The Berenstain Bears Go to School,22,394837363,"Stan Berenstain, Jan Berenstain",,,en-US,4.28,14043,no
9125,Curious George Takes a Job,27,1844285081,H.A. Rey,Curious George Takes a Job,,,4.28,12254,no
9126,Superman for All Seasons,14,1563895285,"Jeph Loeb, Tim Sale, Bjarne Hansen",Superman for All Seasons,,en-US,4.08,10331,no
9127,La casa de Bernarda Alba,140,1585101435,"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",La casa de Bernarda Alba,,,3.77,9611,no
9128,"Retribution (Dark-Hunter, #19)",20,312546602,Sherrilyn Kenyon,Retribution,,en-US,4.12,15771,no
9129,Glue,34,99436922,Irvine Welsh,Glue,,eng,3.84,9184,no
9130,"Unhinged (Splintered, #2)",21,1613125348,A.G. Howard,Unhinged,,eng,4.25,14445,no
9131,How to Fall in Love,48,000735049X,Cecelia Ahern,How to Fall in Love,,eng,4.02,9486,no
9132,"Until You (Westmoreland, #3)",43,552143545,Judith McNaught,Until You,,en-US,4.12,14256,no
9133,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",27,786939508,R.A. Salvatore,,,en-US,4.15,9647,no
9134,Streams in the Desert,68,310210062,"Lettie B. Cowman, James Reimann",Streams in the Desert,,,4.39,5953,no
9135,"Venom (Elemental Assassin, #3)",13,1439148015,Jennifer Estep,,,eng,4.16,17699,no
9136,The Shadowhunter's Codex,26,,"Cassandra Clare, Joshua Lewis",The Shadowhunter's Codex,,eng,4.06,15497,no
9137,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",6,1577344677,Chris Heimerdinger,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",,eng,4.01,13112,no
9138,"Blue is for Nightmares (Blue is for Nightmares, #1)",22,738703915,Laurie Faria Stolarz,Blue Is for Nightmares,,en-US,3.81,15848,no
9139,Carrie / 'Salem's Lot / The Shining,4,517219026,Stephen King,Three Complete Novels: Carrie/Salem's Lot/The Shining,,eng,4.52,11063,yes
9140,"Personal Demon (Women of the Otherworld, #8)",30,553806610,Kelley Armstrong,Personal Demon,,eng,4.06,16371,no
9141,"The Way of Kings, Part 1 (The Stormlight Archive #1.1)",19,575097361,Brandon Sanderson,"The Way of Kings, Part 1",,eng,4.67,9792,no
9142,The Christmas List,27,1439150001,Richard Paul Evans,The Christmas List,,eng,4.17,10544,no
9143,How to Make Love Like a Porn Star: A Cautionary Tale,15,60539097,"Jenna Jameson, Neil Strauss",How to Make Love Like a Porn Star: A Cautionary Tale,,eng,3.75,9531,no
9144,The Tenth Justice,47,446606243,Brad Meltzer,The Tenth Justice,,,3.97,10037,no
9145,Stella Bain,23,316098868,Anita Shreve,,,,3.41,10535,no
9146,"Dark Days (Skulduggery Pleasant, #4)",27,7325940,Derek Landy,Dark Days,,eng,4.45,12047,no
9147,"The Green Mile, Part 3: Coffey's Hands",25,451190548,Stephen King,"The Green Mile, Part 3: Coffey's Hands",,eng,4.5,12232,no
9148,"Jacob (Nightwalkers, #1)",28,821780654,Jacquelyn Frank,Jacob,,eng,4.02,17448,no
9149,You Slay Me (Aisling Grey #1),16,451411528,Katie MacAlister,,,en-US,4.01,17279,no
9150,Perfect,53,857520660,Rachel Joyce,Perfect,,eng,3.54,8152,no
9151,Clifford's Halloween,18,590442872,Norman Bridwell,Clifford's Halloween (Clifford),,eng,4.14,11164,no
9152,"Lyra's Oxford (His Dark Materials, #3.5)",33,375828192,"Philip Pullman, John Lawrence",Lyra's Oxford,,en-US,3.52,12665,no
9153,"If I Die (Soul Screamers, #5)",19,373210329,Rachel Vincent,"If I Die (Soul Screamers, #5)",,eng,4.32,14153,no
9154,Private Berlin (Private #5),34,316211176,"James Patterson, Mark T. Sullivan",Private Berlin,,eng,3.9,10043,no
9155,The Other Daughter,40,553576798,Lisa Gardner,The Other Daughter,,eng,3.99,11649,no
9156,Amazing Grace,29,803710402,"Mary Hoffman, Caroline Binch",Amazing Grace,,en-US,4.33,10959,no
9157,The Redemption of Althalus,30,345440781,"David Eddings, Leigh Eddings",The Redemption of Althalus,,,3.82,11508,no
9158,Slammerkin,27,156007479,Emma Donoghue,Slammerkin,,eng,3.69,11271,no
9159,"Simply Irresistible (Chinooks Hockey Team, #1)",26,380790076,Rachel Gibson,Simply Irresistible,,eng,3.86,16945,no
9160,"About That Night (FBI/US Attorney, #3)",24,425246957,Julie James,About That Night,,eng,4.07,18193,no
9161,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",16,1421500620,Bisco Hatori,桜蘭高校ホスト部 3,,eng,4.44,12788,no
9162,On the Night You Were Born,20,312346069,Nancy Tillman,On the Night You Were Born,,en-US,4.35,11125,no
9163,MWF Seeking BFF: My Yearlong Search For A New Best Friend,9,345524942,Rachel Bertsche,,,eng,3.44,11001,no
9164,"Skin Deep (Legion, #2)",21,,"Brandon Sanderson, Jon Foster",Legion: Skin Deep,,eng,4.11,8317,no
9165,"Wicked (A Wicked Saga, #1)",16,,Jennifer L. Armentrout,Wicked,,eng,4.08,14009,no
9166,"Insatiable (Insatiable, #1)",33,006173506X,Meg Cabot,Insatiable,,eng,3.44,18463,no
9167,"Where I Belong (Alabama Summer, #1)",12,,J.  Daniels,Where I Belong,,eng,4.05,13110,no
9168,"Back on Blossom Street (Blossom Street, #4)",54,778324516,Debbie Macomber,Back on Blossom Street,,eng,4.14,11757,no
9169,Hector and the Search for Happiness,52,1615731075,"François Lelord, Lorenza García",Le Voyage d’Hector ou la recherche du bonheur,,eng,3.47,8084,no
9170,"Between, Georgia",25,446699454,Joshilyn Jackson,"Between, Georgia",,en-US,3.87,11098,no
9171,"Faking It (Dempseys, #2)",38,312932782,Jennifer Crusie,Faking It ,,eng,3.9,15216,no
9172,Underground: The Tokyo Gas Attack and the Japanese Psyche,53,99461099,"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",アンダーグラウンド [Andāguraundo],,eng,3.89,8405,no
9173,"The Twentieth Wife (Taj Mahal Trilogy, #1)",37,743428188,Indu Sundaresan,The Twentieth Wife,,en-US,4.03,9873,no
9174,"Captured (The Captive, #1)",13,,Erica Stevens,,,en-GB,4.06,12468,no
9175,Split Infinity  (Apprentice Adept #1),16,345354915,Piers Anthony,"Split Infinity (Apprentice Adept, #1)",,eng,3.94,13299,no
9176,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,20,310263468,Rob Bell,Sex God: Exploring the Endless Connections Between Sexuality And Spirituality,,en-US,3.82,8999,no
9177,A Vintage Affair,45,7245823,Isabel Wolff,A Vintage Affair,,en-GB,3.8,11104,no
9178,The Buddha of Suburbia,70,014013168X,Hanif Kureishi,The Buddha of Suburbia,,eng,3.72,8683,no
9179,"Breathe (Breathe, #1)",17,62118692,Sarah Crossan,Breathe,,en-US,3.69,13504,no
9180,The Voice of the Night,53,425128164,"Brian Coffey, Dean Koontz",The Voice of the Night ,,eng,3.91,12897,no
9181,The Girl from Krakow,7,,Alex Rosenberg,The Girl from Krakow,,eng,3.79,9585,no
9182,Justice: What's the Right Thing to Do?,58,374180652,Michael J. Sandel,Justice: What's the Right Thing to Do?,,en-US,4.25,8060,no
9183,13 Hours: The Inside Account of What Really Happened In Benghazi,34,1455530093,Mitchell Zuckoff,13 Hours: The Inside Account of What Really Happened In Benghazi,,eng,4.26,8692,no
9184,"Succubus Shadows (Georgina Kincaid, #5)",23,758232004,Richelle Mead,Succubus Shadows ,,en-US,4.18,18822,no
9185,Roses,50,446550000,Leila Meacham,Roses,,en-US,4.02,10837,no
9186,Crazy For You,44,312932812,Jennifer Crusie,Crazy For You,,,3.78,14318,no
9187,Letter to My Daughter,25,1400066124,Maya Angelou,Letter to My Daughter,,eng,4.08,9933,no
9188,The Post-Birthday World,51,61187844,Lionel Shriver,The Post-Birthday World ,,eng,3.52,10415,no
9189,The Man Who Walked Between the Towers,21,439700418,Mordicai Gerstein,The Man Who Walked Between the Towers,,en-GB,4.14,12022,no
9190,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",5,1442472057,Cassandra Clare,,,,4.59,10426,no
9191,The Double,86,151010404,"José Saramago, Margaret Jull Costa",O Homem Duplicado,,en-US,3.84,6430,no
9192,"Thorn Queen (Dark Swan, #2)",25,553819879,Richelle Mead,Thorn Queen,,en-GB,4.12,17026,no
9193,"Lost & Found (Rocky Pelligrino, #1)",30,61128643,Jacqueline Sheehan,Lost & Found,,eng,3.71,9474,no
9194,The Tale of Mrs. Tiggy-Winkle,120,723247757,Beatrix Potter,The Tale of Mrs. Tiggy-Winkle,,,4.19,12873,no
9195,"For Love of Evil (Incarnations of Immortality, #6)",12,380752859,Piers Anthony,For Love of Evil,,,4.1,12399,no
9196,Blackberry Winter,33,452298385,Sarah Jio,Blackberry Winter,,eng,3.96,10907,no
9197,Trouble Is My Business,56,394757645,Raymond Chandler,Trouble Is My Business,,eng,4.05,9020,no
9198,"An Acceptable Time (A Wrinkle in Time Quintet, #5)",21,440208149,Madeleine L'Engle,"An Acceptable Time (Time Quintet, #5)",,eng,3.86,13596,no
9199,The Third Secret,55,345476131,Steve Berry,The Third Secret,,eng,3.84,10809,no
9200,"Charlie Bone and the Shadow (The Children of the Red King, #7)",19,439846692,Jenny Nimmo,"Charlie Bone and the Shadow (The Children of the Red King, # 7)",,,4.02,13322,no
9201,Love Bites (Argeneau #2),37,505525534,Lynsay Sands,Love Bites,,eng,4.12,17118,no
9202,Hard Choices,45,1476751447,Hillary Rodham Clinton,Hard Choices,,eng,3.57,8724,no
9203,"Batman: No Man's Land, Vol. 1",6,1563895641,"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham","Batman: No Man's Land, Vol. 1",,eng,4.11,9269,no
9204,The End of Poverty,34,143036580,"Jeffrey D. Sachs, Bono",,,,3.66,7917,no
9205,Half Blood Blues,39,1846687756,Esi Edugyan,Half Blood Blues,,eng,3.63,8911,no
9206,The Kindness of Strangers,14,60564784,Katrina Kittle,The Kindness of Strangers,,en-US,4,10627,no
9207,Emmy & Oliver,18,,Robin Benway,Emmy & Oliver,,eng,3.91,13260,no
9208,The Sculptor,18,1596435739,Scott McCloud,The Sculptor,,eng,4,10038,no
9209,Roller Girl,11,803740166,Victoria Jamieson,Roller Girl,,eng,4.27,18014,no
9210,The Best Nest,15,394800516,P.D. Eastman,The Best Nest,,en-US,4.19,11906,no
9211,"Beyond Exile (Day by Day Armageddon,# 2)",29,143917752X,J.L. Bourne,Day By Day Armageddon: Beyond Exile ,,eng,4.08,8923,no
9212,Braveheart,23,671522817,Randall Wallace,Braveheart,,eng,4.19,10729,no
9213,"Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)",15,1401210007,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy","Fables, Volume 7: Arabian Nights (and Days)",,eng,4.1,13772,no
9214,Call Me by Your Name,34,374299218,André Aciman,Call Me by Your Name,,,4.13,10154,no
9215,Fugitive Pieces,59,679776591,Anne Michaels,Fugitive Pieces,,eng,3.95,10642,no
9216,"Armageddon's Children (Genesis of Shannara, #1)",45,345484088,Terry Brooks,Armageddon's Children,,,4.09,11107,no
9217,The Cobra Event,32,679457143,Richard   Preston,The Cobra Event,,en-US,4,10505,no
9218,"Everbound (Everneath, #2)",15,62071165,Brodi Ashton,Everbound,,en-US,4.06,15865,no
9219,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,23,785229183,Richard Stearns,The Hole in Our Gospel: What does God expect of Us?  The Answer that Changed my Life and Might Just Change the World,,en-US,4.18,9512,no
9220,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,28,1932740082,Gary Ezzo,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,,,3.58,5939,no
9221,رغم الفراق,3,,نور عبدالمجيد,,,ara,3.97,7822,no
9222,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",18,143034669,Steve Coll,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001",,eng,4.28,9066,no
9223,La vida del Lazarillo de Tormes,413,8489163413,Anonymous,La vida del Lazarillo de Tormes y sus fortunas y adversidades ,,spa,3.49,7748,no
9224,Broken Grace,8,,E.C. Diskin,,,eng,3.92,10020,no
9225,The Midwich Cuckoos,77,345299116,John Wyndham,The Midwich Cuckoos,,eng,3.93,10841,no
9226,I Am Livia,11,,Phyllis T. Smith,,,en-US,3.93,9302,no
9227,Smoke Screen,47,1416563067,Sandra Brown,Smoke Screen,,en-US,3.98,11245,no
9228,Bone: Tall Tales,7,054514096X,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",,,eng,4.38,9084,no
9229,The Fourteenth Goldfish,22,375870644,"Jennifer L. Holm, Tad Carpenter",The Fourteenth Goldfish,,eng,3.87,9532,no
9230,Tawny Scrawny Lion,16,307021688,"Kathryn Jackson, Gustav Tenggren",Tawny Scrawny Lion (Little Golden Book),,,4.16,12407,no
9231,Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century,20,830737847,Don Richardson,Peace Child,,,4.31,8832,no
9232,Libra,65,140156046,Don DeLillo,Libra ,,eng,3.98,10195,no
9233,The Honourable Schoolboy,114,743457919,John le Carré,The Honourable Schoolboy,,eng,3.94,9346,no
9234,"Renegade's Magic (Soldier Son, #3)",25,006147312X,Robin Hobb,Renegade's Magic,,eng,3.46,10164,no
9235,"Second Shift: Order (Shift, #2)",7,,Hugh Howey,,,eng,4.26,10110,no
9236,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",80,446674575,James Redfield,The Tenth Insight ,,en-CA,3.61,8795,no
9237,"The Interpretation of Murder (Freud, #1)",69,755331427,Jed Rubenfeld,The Interpretation of Murder,,eng,3.51,9781,no
9238,Superman: Birthright,16,1401202527,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",Superman: Birthright 1-12,,en-GB,4.12,9253,no
9239,Curious George Visits the Library,24,618065687,"Margret Rey, H.A. Rey, Martha Weston",Curious George Visits the Library,,en-US,4.25,10561,no
9240,Arthur & George,16,1400097037,Julian Barnes,Arthur & George,,eng,3.7,10131,no
9241,"Truth Will Prevail (The Work and the Glory, #3)",8,1590384989,Gerald N. Lund,"The Work and the Glory, Vol. 3: Truth Will Prevail",,,4.3,9081,no
9242,"Sins & Needles (The Artists Trilogy, #1)",20,1479359084,Karina Halle,Sins & Needles,,eng,3.98,18391,no
9243,A Little History of the World,94,300108834,"E.H. Gombrich, Caroline Mustill, Clifford Harper",Eine kurze Weltgeschichte für junge Leser: Von der Urzeit bis zur Gegenwart,,eng,4.1,8297,no
9244,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",10,,H.P. Mallory,Fire Burn and Cauldron Bubble,,eng,3.85,10228,no
9245,"Fruits Basket, Vol. 4",15,1591826063,"Natsuki Takaya, Alethea Nibley, Athena Nibley",フルーツバスケット 4,,en-US,4.39,15336,no
9246,"Women, Food and God: An Unexpected Path to Almost Everything",30,1416543074,Geneen Roth,,,en-US,3.62,10201,no
9247,Palace Walk (The Cairo Trilogy #1),51,385264666,"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",بين القصرين,,eng,4.14,6423,no
9248,"First to Kill (Nathan McBride, #1)",20,,Andrew  Peterson,First to Kill ,,eng,4.03,7849,no
9249,How I Raised Myself from Failure to Success in Selling,23,067179437X,Frank Bettger,How I Raised Myself from Failure to Success in Selling,,,4.25,9438,no
9250,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",19,805098232,Billy Crystal,,,eng,3.89,8225,no
9251,"Lucky (Lucky Santangelo, #2)",29,743482867,Jackie Collins,Lucky,,en-US,4.08,9994,no
9252,Wicked - Piano/Vocal Arrangement,16,063407881X,"Stephen Schwartz, Gregory Maguire",Wicked - Piano/Vocal Arrangement,,,4.45,10729,no
9253,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,21,449208397,Erma Bombeck,If Life Is a Bowl of Cherries—What Am I Doing in the Pits?,,en-US,4.07,10861,no
9254,"Vagabond (The Grail Quest, #2)",66,60935782,Bernard Cornwell,Vagabond,,en-US,4.09,9680,no
9255,Little Lord Fauntleroy,442,1934169234,Frances Hodgson Burnett,Little Lord Fauntleroy,,,3.81,12712,no
9256,"Sometimes Never (Sometimes Never, #1)",6,1481268503,Cheryl McIntyre,Sometimes Never,,eng,3.94,15306,no
9257,"The Mystery Knight (The Tales of Dunk and Egg, #3)",15,,George R.R. Martin,The Mystery Knight,,eng,4.2,11058,no
9258,"Double Time (Sinners on Tour, #5)",12,1402271514,Olivia Cunning,Double Time,,en-US,4.14,20484,no
9259,"Red Glove (Curse Workers, #2)",26,144240339X,Holly Black,,,en-US,3.98,16108,no
9260,"The Magic (The Secret, #3)",29,1451673442,Rhonda Byrne,The Magic (The Secret #3),,eng,4.14,8066,no
9261,Kulti,6,,Mariana Zapata,,,,4.36,16112,no
9262,Too Busy Not to Pray: Slowing Down to Be With God,28,830819711,"Bill Hybels, Lavonne Neff",Too Busy Not to Pray: Slowing Down to Be With God,,en-US,4.14,8422,no
9263,Indignation,93,054705484X,Philip Roth,Indignation,,eng,3.69,8585,no
9264,Open City,33,1400068096,Teju Cole,Open City,,eng,3.5,9132,no
9265,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",7,752853716,Dave Pelzer,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",,en-US,4.18,8201,no
